disease_focused,assay_importance,parent_compound_chembl_id,parent_compound_specificity,assay_chembl_id,assay_cluster,target_chembl_id,target_uniprot_ids,OT_uniprot_id,OT_symbol,OT_overall_score
AML,1,CHEMBL1489,acceptable,CHEMBL1909133,Not AML cell lines,CHEMBL5282,"['A7YAE5', 'B2R7F6', 'P00190', 'P10890', 'P11509', 'Q16803', 'Q4VAT9', 'Q4VAU0', 'Q4VAU1', 'Q9H1Z7', 'Q9UCU0', 'Q9UK48']",P11509,['CYP2A6'],0.003695798546847
AML,1,CHEMBL1489,acceptable,CHEMBL2114872,Not AML cell lines,CHEMBL1741209,"['Q05DH0', 'Q69YR6', 'Q96QE3', 'Q9H9I1']",Q96QE3,['ATAD5'],0.003695798546847
AML,1,CHEMBL1489,acceptable,CHEMBL2114877,Not AML cell lines,CHEMBL1741209,"['Q05DH0', 'Q69YR6', 'Q96QE3', 'Q9H9I1']",Q96QE3,['ATAD5'],0.003695798546847
AML,1,CHEMBL1489,acceptable,CHEMBL2114909,Not AML cell lines,CHEMBL1741209,"['Q05DH0', 'Q69YR6', 'Q96QE3', 'Q9H9I1']",Q96QE3,['ATAD5'],0.003695798546847
AML,1,CHEMBL1489,acceptable,CHEMBL2114929,Not AML cell lines,CHEMBL1741209,"['Q05DH0', 'Q69YR6', 'Q96QE3', 'Q9H9I1']",Q96QE3,['ATAD5'],0.003695798546847
AML,1,CHEMBL178,acceptable,CHEMBL1738588,Not AML cell lines,CHEMBL1741209,"['Q05DH0', 'Q69YR6', 'Q96QE3', 'Q9H9I1']",Q96QE3,['ATAD5'],0.003695798546847
AML,1,CHEMBL178,acceptable,CHEMBL1909133,Not AML cell lines,CHEMBL5282,"['A7YAE5', 'B2R7F6', 'P00190', 'P10890', 'P11509', 'Q16803', 'Q4VAT9', 'Q4VAU0', 'Q4VAU1', 'Q9H1Z7', 'Q9UCU0', 'Q9UK48']",P11509,['CYP2A6'],0.003695798546847
AML,1,CHEMBL178,acceptable,CHEMBL2076235,Not AML cell lines,CHEMBL6020,"['O95342', 'Q53TL2', 'Q9UNB2']",O95342,['ABCB11'],0.003695798546847
AML,1,CHEMBL803,acceptable,CHEMBL1614217,Not AML cell lines,CHEMBL2524,"['P06280', 'Q6LER7']",P06280,['GLA'],0.003695798546847
AML,1,CHEMBL803,acceptable,CHEMBL1909133,Not AML cell lines,CHEMBL5282,"['A7YAE5', 'B2R7F6', 'P00190', 'P10890', 'P11509', 'Q16803', 'Q4VAT9', 'Q4VAU0', 'Q4VAU1', 'Q9H1Z7', 'Q9UCU0', 'Q9UK48']",P11509,['CYP2A6'],0.003695798546847
AML,1,CHEMBL803,acceptable,CHEMBL4028921,Not AML cell lines,CHEMBL6020,"['O95342', 'Q53TL2', 'Q9UNB2']",O95342,['ABCB11'],0.003695798546847
