parent_compound_chembl_id,assay_chembl_id,target_chembl_id
CHEMBL53463,CHEMBL4708063,CHEMBL384
CHEMBL53463,CHEMBL4708064,CHEMBL614139
CHEMBL53463,CHEMBL4708065,CHEMBL614004
CHEMBL53463,CHEMBL4708066,CHEMBL399
CHEMBL53463,CHEMBL4708067,CHEMBL387
CHEMBL53463,CHEMBL4708068,CHEMBL614894
CHEMBL53463,CHEMBL4708069,CHEMBL614181
CHEMBL53463,CHEMBL4708141,CHEMBL394
CHEMBL53463,CHEMBL4708142,CHEMBL395
CHEMBL53463,CHEMBL4708143,CHEMBL614949
CHEMBL53463,CHEMBL4708144,CHEMBL612545
CHEMBL53463,CHEMBL4708162,CHEMBL4282
CHEMBL53463,CHEMBL4708163,CHEMBL2431
CHEMBL53463,CHEMBL4709614,CHEMBL395
CHEMBL53463,CHEMBL4709615,CHEMBL614668
CHEMBL53463,CHEMBL4709616,CHEMBL614909
CHEMBL53463,CHEMBL4709617,CHEMBL399
CHEMBL53463,CHEMBL4709618,CHEMBL4296457
CHEMBL53463,CHEMBL4709619,CHEMBL612545
CHEMBL53463,CHEMBL4709620,CHEMBL612545
CHEMBL53463,CHEMBL4711754,CHEMBL387
CHEMBL53463,CHEMBL4711831,CHEMBL385
CHEMBL53463,CHEMBL4711832,CHEMBL392
CHEMBL53463,CHEMBL4711833,CHEMBL387
CHEMBL53463,CHEMBL4711834,CHEMBL612545
CHEMBL53463,CHEMBL4711835,CHEMBL395
CHEMBL53463,CHEMBL4711836,CHEMBL613979
CHEMBL53463,CHEMBL4712105,CHEMBL387
CHEMBL53463,CHEMBL4712106,CHEMBL614139
CHEMBL53463,CHEMBL4712107,CHEMBL394
CHEMBL53463,CHEMBL4712108,CHEMBL615022
CHEMBL53463,CHEMBL4712109,CHEMBL385
CHEMBL53463,CHEMBL4712110,CHEMBL614200
CHEMBL53463,CHEMBL4712160,CHEMBL612545
CHEMBL53463,CHEMBL4712161,CHEMBL612545
CHEMBL53463,CHEMBL4714470,CHEMBL394
CHEMBL53463,CHEMBL4714471,CHEMBL387
CHEMBL53463,CHEMBL4714472,CHEMBL397
CHEMBL53463,CHEMBL4714473,CHEMBL614049
CHEMBL53463,CHEMBL4714474,CHEMBL612545
CHEMBL53463,CHEMBL4714475,CHEMBL612545
CHEMBL53463,CHEMBL4714476,CHEMBL612545
CHEMBL53463,CHEMBL4714477,CHEMBL612545
CHEMBL53463,CHEMBL4714478,CHEMBL612545
CHEMBL53463,CHEMBL4714480,CHEMBL397
CHEMBL53463,CHEMBL4714481,CHEMBL397
CHEMBL53463,CHEMBL4714482,CHEMBL397
CHEMBL53463,CHEMBL4714483,CHEMBL397
CHEMBL53463,CHEMBL4714484,CHEMBL397
CHEMBL53463,CHEMBL4714485,CHEMBL397
CHEMBL53463,CHEMBL4714489,CHEMBL614049
CHEMBL53463,CHEMBL4714490,CHEMBL614049
CHEMBL53463,CHEMBL4714491,CHEMBL614049
CHEMBL53463,CHEMBL4714492,CHEMBL614049
CHEMBL53463,CHEMBL4716935,CHEMBL612545
CHEMBL53463,CHEMBL4716936,CHEMBL5393
CHEMBL53463,CHEMBL4716937,CHEMBL3004
CHEMBL53463,CHEMBL4716938,CHEMBL612558
CHEMBL53463,CHEMBL4716940,CHEMBL612545
CHEMBL53463,CHEMBL4716941,CHEMBL612545
CHEMBL53463,CHEMBL4716942,CHEMBL384
CHEMBL53463,CHEMBL4716943,CHEMBL384
CHEMBL53463,CHEMBL4716945,CHEMBL612545
CHEMBL53463,CHEMBL4716946,CHEMBL612545
CHEMBL53463,CHEMBL4716947,CHEMBL384
CHEMBL53463,CHEMBL4716949,CHEMBL384
CHEMBL53463,CHEMBL4716951,CHEMBL614576
CHEMBL53463,CHEMBL4716952,CHEMBL612545
CHEMBL53463,CHEMBL4716953,CHEMBL612545
CHEMBL53463,CHEMBL4716959,CHEMBL3004
CHEMBL53463,CHEMBL4716960,CHEMBL3004
CHEMBL53463,CHEMBL4716961,CHEMBL5393
CHEMBL53463,CHEMBL4716962,CHEMBL5393
CHEMBL53463,CHEMBL4717179,CHEMBL614279
CHEMBL53463,CHEMBL4718370,CHEMBL612656
CHEMBL53463,CHEMBL4718371,CHEMBL395
CHEMBL53463,CHEMBL4718372,CHEMBL383
CHEMBL53463,CHEMBL4718373,CHEMBL385
CHEMBL53463,CHEMBL4719108,CHEMBL382
CHEMBL53463,CHEMBL4719109,CHEMBL384
CHEMBL53463,CHEMBL4719110,CHEMBL387
CHEMBL53463,CHEMBL4719192,CHEMBL400
CHEMBL53463,CHEMBL4719193,CHEMBL614335
CHEMBL53463,CHEMBL4719194,CHEMBL614361
CHEMBL53463,CHEMBL4722237,CHEMBL395
CHEMBL53463,CHEMBL4722238,CHEMBL614818
CHEMBL53463,CHEMBL4722496,CHEMBL614039
CHEMBL53463,CHEMBL4722497,CHEMBL614058
CHEMBL53463,CHEMBL4722498,CHEMBL400
CHEMBL53463,CHEMBL4722499,CHEMBL394
CHEMBL53463,CHEMBL4722500,CHEMBL390
CHEMBL53463,CHEMBL4722501,CHEMBL1075545
CHEMBL53463,CHEMBL4722502,CHEMBL387
CHEMBL53463,CHEMBL4722503,CHEMBL612558
CHEMBL53463,CHEMBL4724512,CHEMBL390
CHEMBL53463,CHEMBL4724513,CHEMBL613102
CHEMBL53463,CHEMBL4724514,CHEMBL384
CHEMBL53463,CHEMBL4724515,CHEMBL387
CHEMBL53463,CHEMBL4724516,CHEMBL400
CHEMBL53463,CHEMBL4724517,CHEMBL614822
CHEMBL53463,CHEMBL4724712,CHEMBL614245
CHEMBL53463,CHEMBL4724740,CHEMBL612545
CHEMBL53463,CHEMBL4724741,CHEMBL382
CHEMBL53463,CHEMBL4724742,CHEMBL614266
CHEMBL53463,CHEMBL4724743,CHEMBL400
CHEMBL53463,CHEMBL4724744,CHEMBL612545
CHEMBL53463,CHEMBL4724745,CHEMBL394
CHEMBL53463,CHEMBL4724746,CHEMBL394
CHEMBL53463,CHEMBL4724747,CHEMBL614247
CHEMBL53463,CHEMBL4724748,CHEMBL612545
CHEMBL53463,CHEMBL4724749,CHEMBL395
CHEMBL53463,CHEMBL4724750,CHEMBL612545
CHEMBL53463,CHEMBL4724751,CHEMBL612545
CHEMBL53463,CHEMBL4724752,CHEMBL612545
CHEMBL53463,CHEMBL4724753,CHEMBL612545
CHEMBL53463,CHEMBL4724754,CHEMBL612545
CHEMBL53463,CHEMBL4726125,CHEMBL394
CHEMBL53463,CHEMBL4726126,CHEMBL399
CHEMBL53463,CHEMBL4726127,CHEMBL387
CHEMBL53463,CHEMBL4726128,CHEMBL614391
CHEMBL53463,CHEMBL4727747,CHEMBL614818
CHEMBL53463,CHEMBL4732281,CHEMBL400
CHEMBL53463,CHEMBL4732282,CHEMBL387
CHEMBL53463,CHEMBL4732283,CHEMBL395
CHEMBL53463,CHEMBL4732284,CHEMBL612656
CHEMBL53463,CHEMBL4732285,CHEMBL614818
CHEMBL53463,CHEMBL4732607,CHEMBL399
CHEMBL53463,CHEMBL4732691,CHEMBL399
CHEMBL53463,CHEMBL4732692,CHEMBL392
CHEMBL53463,CHEMBL4733401,CHEMBL614818
CHEMBL53463,CHEMBL4733403,CHEMBL613859
CHEMBL53463,CHEMBL4733405,CHEMBL384
CHEMBL53463,CHEMBL4733407,CHEMBL387
CHEMBL53463,CHEMBL4733409,CHEMBL614004
CHEMBL53463,CHEMBL4733412,CHEMBL612250
CHEMBL53463,CHEMBL4733415,CHEMBL614822
CHEMBL53463,CHEMBL4734029,CHEMBL400
CHEMBL53463,CHEMBL4734354,CHEMBL392
CHEMBL53463,CHEMBL4734355,CHEMBL614657
CHEMBL53463,CHEMBL4734356,CHEMBL395
CHEMBL53463,CHEMBL4734357,CHEMBL384
CHEMBL53463,CHEMBL4734358,CHEMBL387
CHEMBL53463,CHEMBL4734359,CHEMBL614822
CHEMBL53463,CHEMBL4734360,CHEMBL612545
CHEMBL53463,CHEMBL4734361,CHEMBL612545
CHEMBL53463,CHEMBL4734362,CHEMBL612545
CHEMBL53463,CHEMBL4734363,CHEMBL612545
CHEMBL53463,CHEMBL4734364,CHEMBL612545
CHEMBL53463,CHEMBL4734365,CHEMBL384
CHEMBL53463,CHEMBL4734366,CHEMBL387
CHEMBL53463,CHEMBL4734367,CHEMBL395
CHEMBL53463,CHEMBL4734368,CHEMBL614657
CHEMBL53463,CHEMBL4734369,CHEMBL384
CHEMBL53463,CHEMBL4734370,CHEMBL384
CHEMBL53463,CHEMBL4734371,CHEMBL384
CHEMBL53463,CHEMBL4734372,CHEMBL384
CHEMBL53463,CHEMBL4734373,CHEMBL387
CHEMBL53463,CHEMBL4734374,CHEMBL387
CHEMBL53463,CHEMBL4734375,CHEMBL387
CHEMBL53463,CHEMBL4734376,CHEMBL387
CHEMBL53463,CHEMBL4734377,CHEMBL395
CHEMBL53463,CHEMBL4734378,CHEMBL395
CHEMBL53463,CHEMBL4734379,CHEMBL395
CHEMBL53463,CHEMBL4734380,CHEMBL395
CHEMBL53463,CHEMBL4734381,CHEMBL614657
CHEMBL53463,CHEMBL4734876,CHEMBL612589
CHEMBL53463,CHEMBL4734877,CHEMBL612589
CHEMBL53463,CHEMBL4734880,CHEMBL612558
CHEMBL53463,CHEMBL4734940,CHEMBL613859
CHEMBL53463,CHEMBL4734941,CHEMBL613859
CHEMBL53463,CHEMBL4734950,CHEMBL613859
CHEMBL53463,CHEMBL4734951,CHEMBL613859
CHEMBL53463,CHEMBL4735025,CHEMBL392
CHEMBL53463,CHEMBL4735026,CHEMBL395
CHEMBL53463,CHEMBL4735027,CHEMBL400
CHEMBL53463,CHEMBL4735028,CHEMBL613979
CHEMBL53463,CHEMBL4736139,CHEMBL612558
CHEMBL53463,CHEMBL4736140,CHEMBL395
CHEMBL53463,CHEMBL4736141,CHEMBL614910
CHEMBL53463,CHEMBL4737376,CHEMBL387
CHEMBL53463,CHEMBL4737377,CHEMBL387
CHEMBL53463,CHEMBL4737378,CHEMBL392
CHEMBL53463,CHEMBL4737379,CHEMBL392
CHEMBL53463,CHEMBL4737380,CHEMBL612545
CHEMBL53463,CHEMBL4737580,CHEMBL612794
CHEMBL53463,CHEMBL4737581,CHEMBL397
CHEMBL53463,CHEMBL4737582,CHEMBL614529
CHEMBL53463,CHEMBL4737583,CHEMBL612545
CHEMBL53463,CHEMBL4737590,CHEMBL397
CHEMBL53463,CHEMBL4739373,CHEMBL400
CHEMBL53463,CHEMBL4739374,CHEMBL387
CHEMBL53463,CHEMBL4739379,CHEMBL612545
CHEMBL53463,CHEMBL4739380,CHEMBL400
CHEMBL53463,CHEMBL4739587,CHEMBL612545
CHEMBL53463,CHEMBL4739588,CHEMBL613859
CHEMBL53463,CHEMBL4739589,CHEMBL613859
CHEMBL53463,CHEMBL4767850,CHEMBL387
CHEMBL53463,CHEMBL4767851,CHEMBL387
CHEMBL53463,CHEMBL4767852,CHEMBL612545
CHEMBL53463,CHEMBL4767853,CHEMBL385
CHEMBL53463,CHEMBL4767854,CHEMBL385
CHEMBL53463,CHEMBL4767855,CHEMBL612545
CHEMBL53463,CHEMBL4769035,CHEMBL392
CHEMBL53463,CHEMBL4769037,CHEMBL390
CHEMBL53463,CHEMBL4769427,CHEMBL394
CHEMBL53463,CHEMBL4769428,CHEMBL395
CHEMBL53463,CHEMBL4769429,CHEMBL387
CHEMBL53463,CHEMBL4770313,CHEMBL613859
CHEMBL53463,CHEMBL4770314,CHEMBL384
CHEMBL53463,CHEMBL4770315,CHEMBL387
CHEMBL53463,CHEMBL4770316,CHEMBL614004
CHEMBL53463,CHEMBL4770317,CHEMBL612250
CHEMBL53463,CHEMBL4770318,CHEMBL614822
CHEMBL53463,CHEMBL4770320,CHEMBL612545
CHEMBL53463,CHEMBL4770321,CHEMBL612545
CHEMBL53463,CHEMBL4770322,CHEMBL612545
CHEMBL53463,CHEMBL4770333,CHEMBL614536
CHEMBL53463,CHEMBL4770334,CHEMBL394
CHEMBL53463,CHEMBL4770335,CHEMBL396
CHEMBL53463,CHEMBL4770336,CHEMBL383
CHEMBL53463,CHEMBL4770337,CHEMBL385
CHEMBL53463,CHEMBL4770338,CHEMBL612545
CHEMBL53463,CHEMBL4770339,CHEMBL394
CHEMBL53463,CHEMBL4770340,CHEMBL615013
CHEMBL53463,CHEMBL4770341,CHEMBL612545
CHEMBL53463,CHEMBL4770342,CHEMBL612545
CHEMBL53463,CHEMBL4770343,CHEMBL612545
CHEMBL53463,CHEMBL4770350,CHEMBL612558
CHEMBL53463,CHEMBL4770377,CHEMBL612545
CHEMBL53463,CHEMBL4770378,CHEMBL612545
CHEMBL53463,CHEMBL4770379,CHEMBL612545
CHEMBL53463,CHEMBL4770380,CHEMBL612545
CHEMBL53463,CHEMBL4770463,CHEMBL612545
CHEMBL53463,CHEMBL4770464,CHEMBL387
CHEMBL53463,CHEMBL4770465,CHEMBL395
CHEMBL53463,CHEMBL4770466,CHEMBL392
CHEMBL53463,CHEMBL4770467,CHEMBL4296457
CHEMBL53463,CHEMBL4771280,CHEMBL4296427
CHEMBL53463,CHEMBL4771282,CHEMBL395
CHEMBL53463,CHEMBL4771957,CHEMBL395
CHEMBL53463,CHEMBL4771963,CHEMBL614245
CHEMBL53463,CHEMBL4771982,CHEMBL385
CHEMBL53463,CHEMBL4771983,CHEMBL383
CHEMBL53463,CHEMBL4771984,CHEMBL397
CHEMBL53463,CHEMBL4771985,CHEMBL614628
CHEMBL53463,CHEMBL4771986,CHEMBL387
CHEMBL53463,CHEMBL4771987,CHEMBL400
CHEMBL53463,CHEMBL4771988,CHEMBL399
CHEMBL53463,CHEMBL4771989,CHEMBL392
CHEMBL53463,CHEMBL4771990,CHEMBL614181
CHEMBL53463,CHEMBL4772342,CHEMBL395
CHEMBL53463,CHEMBL4772343,CHEMBL392
CHEMBL53463,CHEMBL4772344,CHEMBL612256
CHEMBL53463,CHEMBL4772345,CHEMBL392
CHEMBL53463,CHEMBL4772346,CHEMBL4296457
CHEMBL53463,CHEMBL4772347,CHEMBL612545
CHEMBL53463,CHEMBL4772348,CHEMBL612545
CHEMBL53463,CHEMBL4773766,CHEMBL395
CHEMBL53463,CHEMBL4774306,CHEMBL614925
CHEMBL53463,CHEMBL4774582,CHEMBL399
CHEMBL53463,CHEMBL4774583,CHEMBL614200
CHEMBL53463,CHEMBL4774584,CHEMBL612545
CHEMBL53463,CHEMBL4774872,CHEMBL613859
CHEMBL53463,CHEMBL4774873,CHEMBL384
CHEMBL53463,CHEMBL4774874,CHEMBL387
CHEMBL53463,CHEMBL4774875,CHEMBL614004
CHEMBL53463,CHEMBL4774876,CHEMBL612250
CHEMBL53463,CHEMBL4774877,CHEMBL614822
CHEMBL53463,CHEMBL4807021,CHEMBL400
CHEMBL53463,CHEMBL4807022,CHEMBL612558
CHEMBL53463,CHEMBL4807026,CHEMBL614335
CHEMBL53463,CHEMBL4807028,CHEMBL614335
CHEMBL53463,CHEMBL4809670,CHEMBL392
CHEMBL53463,CHEMBL4809671,CHEMBL614515
CHEMBL53463,CHEMBL4809672,CHEMBL394
CHEMBL53463,CHEMBL4809673,CHEMBL384
CHEMBL53463,CHEMBL4809674,CHEMBL387
CHEMBL53463,CHEMBL4809675,CHEMBL399
CHEMBL53463,CHEMBL4809676,CHEMBL395
CHEMBL53463,CHEMBL4809677,CHEMBL4296457
CHEMBL53463,CHEMBL4810718,CHEMBL395
CHEMBL53463,CHEMBL4810719,CHEMBL387
CHEMBL53463,CHEMBL4812166,CHEMBL387
CHEMBL53463,CHEMBL4812167,CHEMBL395
CHEMBL53463,CHEMBL4812186,CHEMBL614321
CHEMBL53463,CHEMBL4812187,CHEMBL4296500
CHEMBL53463,CHEMBL4812188,CHEMBL612558
CHEMBL53463,CHEMBL4812189,CHEMBL612545
CHEMBL53463,CHEMBL4813283,CHEMBL392
CHEMBL53463,CHEMBL4813284,CHEMBL399
CHEMBL53463,CHEMBL4813285,CHEMBL395
CHEMBL53463,CHEMBL4813286,CHEMBL387
CHEMBL53463,CHEMBL4813381,CHEMBL614721
CHEMBL53463,CHEMBL4813382,CHEMBL612545
CHEMBL53463,CHEMBL4813383,CHEMBL387
CHEMBL53463,CHEMBL4813384,CHEMBL392
CHEMBL53463,CHEMBL4813385,CHEMBL612545
CHEMBL53463,CHEMBL4813386,CHEMBL613876
CHEMBL53463,CHEMBL4813423,CHEMBL387
CHEMBL53463,CHEMBL4813424,CHEMBL392
CHEMBL53463,CHEMBL4814850,CHEMBL613835
CHEMBL53463,CHEMBL4814862,CHEMBL4296457
CHEMBL53463,CHEMBL4814863,CHEMBL612588
CHEMBL53463,CHEMBL4814864,CHEMBL385
CHEMBL53463,CHEMBL4814865,CHEMBL400
CHEMBL53463,CHEMBL4814866,CHEMBL612545
CHEMBL53463,CHEMBL4815639,CHEMBL390
CHEMBL53463,CHEMBL4815640,CHEMBL387
CHEMBL53463,CHEMBL4815641,CHEMBL396
CHEMBL53463,CHEMBL4815642,CHEMBL613977
CHEMBL53463,CHEMBL4815643,CHEMBL614391
CHEMBL53463,CHEMBL4815767,CHEMBL614721
CHEMBL53463,CHEMBL4815768,CHEMBL392
CHEMBL53463,CHEMBL4815769,CHEMBL387
CHEMBL53463,CHEMBL4815770,CHEMBL612545
CHEMBL53463,CHEMBL4815771,CHEMBL613876
CHEMBL53463,CHEMBL4815772,CHEMBL612545
CHEMBL53463,CHEMBL4816097,CHEMBL385
CHEMBL53463,CHEMBL4816098,CHEMBL613510
CHEMBL53463,CHEMBL4816102,CHEMBL614279
CHEMBL53463,CHEMBL4816103,CHEMBL614279
CHEMBL53463,CHEMBL4816104,CHEMBL612545
CHEMBL53463,CHEMBL4816105,CHEMBL613510
CHEMBL53463,CHEMBL4816107,CHEMBL4296450
CHEMBL53463,CHEMBL4816837,CHEMBL383
CHEMBL53463,CHEMBL4816838,CHEMBL400
CHEMBL53463,CHEMBL4816839,CHEMBL390
CHEMBL53463,CHEMBL4816840,CHEMBL614321
CHEMBL53463,CHEMBL4817009,CHEMBL613829
CHEMBL53463,CHEMBL4817012,CHEMBL387
CHEMBL53463,CHEMBL4817208,CHEMBL387
CHEMBL53463,CHEMBL4817209,CHEMBL400
CHEMBL53463,CHEMBL4817249,CHEMBL1075468
CHEMBL53463,CHEMBL4817250,CHEMBL612545
CHEMBL53463,CHEMBL4817251,CHEMBL612545
CHEMBL53463,CHEMBL4817268,CHEMBL387
CHEMBL53463,CHEMBL4817269,CHEMBL384
CHEMBL53463,CHEMBL4817270,CHEMBL387
CHEMBL53463,CHEMBL4817271,CHEMBL384
CHEMBL53463,CHEMBL4817272,CHEMBL614391
CHEMBL53463,CHEMBL4817783,CHEMBL614194
CHEMBL53463,CHEMBL4817784,CHEMBL612545
CHEMBL53463,CHEMBL4817910,CHEMBL387
CHEMBL53463,CHEMBL4817911,CHEMBL399
CHEMBL53463,CHEMBL4817912,CHEMBL392
CHEMBL53463,CHEMBL4817913,CHEMBL612267
CHEMBL53463,CHEMBL4817914,CHEMBL612558
CHEMBL53463,CHEMBL4817915,CHEMBL612558
CHEMBL53463,CHEMBL4817916,CHEMBL612558
CHEMBL53463,CHEMBL4818308,CHEMBL612585
CHEMBL53463,CHEMBL4818324,CHEMBL1806
CHEMBL53463,CHEMBL4819335,CHEMBL385
CHEMBL53463,CHEMBL4819394,CHEMBL385
CHEMBL53463,CHEMBL4819395,CHEMBL4296449
CHEMBL53463,CHEMBL4819411,CHEMBL4296448
CHEMBL53463,CHEMBL4819444,CHEMBL4296449
CHEMBL53463,CHEMBL4821045,CHEMBL387
CHEMBL53463,CHEMBL4821046,CHEMBL392
CHEMBL53463,CHEMBL4821047,CHEMBL395
CHEMBL53463,CHEMBL4821048,CHEMBL614321
CHEMBL53463,CHEMBL4821049,CHEMBL1806
CHEMBL53463,CHEMBL4821213,CHEMBL395
CHEMBL53463,CHEMBL4821214,CHEMBL4296437
CHEMBL53463,CHEMBL4821251,CHEMBL400
CHEMBL53463,CHEMBL4821252,CHEMBL614580
CHEMBL53463,CHEMBL4821253,CHEMBL390
CHEMBL53463,CHEMBL4821254,CHEMBL614268
CHEMBL53463,CHEMBL4821325,CHEMBL387
CHEMBL53463,CHEMBL4821326,CHEMBL614004
CHEMBL53463,CHEMBL4821327,CHEMBL384
CHEMBL53463,CHEMBL4821328,CHEMBL614181
CHEMBL53463,CHEMBL4821329,CHEMBL612558
CHEMBL53463,CHEMBL4821330,CHEMBL612558
CHEMBL53463,CHEMBL4821331,CHEMBL612558
CHEMBL53463,CHEMBL4821332,CHEMBL613829
CHEMBL53463,CHEMBL4821622,CHEMBL387
CHEMBL53463,CHEMBL4821623,CHEMBL398
CHEMBL53463,CHEMBL4821624,CHEMBL2366276
CHEMBL53463,CHEMBL4821630,CHEMBL383
CHEMBL53463,CHEMBL4821631,CHEMBL387
CHEMBL53463,CHEMBL4821632,CHEMBL613979
CHEMBL53463,CHEMBL4821633,CHEMBL614321
CHEMBL53463,CHEMBL4821634,CHEMBL612558
CHEMBL53463,CHEMBL4821635,CHEMBL612558
CHEMBL53463,CHEMBL4822365,CHEMBL4523567
CHEMBL53463,CHEMBL4822366,CHEMBL612545
CHEMBL53463,CHEMBL4822367,CHEMBL387
CHEMBL53463,CHEMBL4822368,CHEMBL612545
CHEMBL53463,CHEMBL4822369,CHEMBL400
CHEMBL53463,CHEMBL4824051,CHEMBL4296457
CHEMBL53463,CHEMBL4824052,CHEMBL385
CHEMBL53463,CHEMBL4824053,CHEMBL392
CHEMBL53463,CHEMBL4824054,CHEMBL383
CHEMBL53463,CHEMBL4824055,CHEMBL614279
CHEMBL53463,CHEMBL4824056,CHEMBL387
CHEMBL53463,CHEMBL4824057,CHEMBL394
CHEMBL53463,CHEMBL4824058,CHEMBL400
CHEMBL53463,CHEMBL4824474,CHEMBL387
CHEMBL53463,CHEMBL4824475,CHEMBL392
CHEMBL53463,CHEMBL4825107,CHEMBL400
CHEMBL53463,CHEMBL4825108,CHEMBL395
CHEMBL53463,CHEMBL4825109,CHEMBL399
CHEMBL53463,CHEMBL4825110,CHEMBL392
CHEMBL53463,CHEMBL4825111,CHEMBL614247
CHEMBL53463,CHEMBL4825112,CHEMBL614919
CHEMBL53463,CHEMBL4825113,CHEMBL613508
CHEMBL53463,CHEMBL4825114,CHEMBL614818
CHEMBL53463,CHEMBL4825115,CHEMBL614822
CHEMBL53463,CHEMBL4825408,CHEMBL614519
CHEMBL53463,CHEMBL4825409,CHEMBL614997
CHEMBL53463,CHEMBL4825410,CHEMBL612263
CHEMBL53463,CHEMBL4825411,CHEMBL400
CHEMBL53463,CHEMBL4825412,CHEMBL390
CHEMBL53463,CHEMBL4826378,CHEMBL386
CHEMBL53463,CHEMBL4826379,CHEMBL382
CHEMBL53463,CHEMBL4826380,CHEMBL399
CHEMBL53463,CHEMBL4826381,CHEMBL4296433
CHEMBL53463,CHEMBL4826785,CHEMBL614488
CHEMBL53463,CHEMBL4826786,CHEMBL394
CHEMBL53463,CHEMBL4826787,CHEMBL612558
CHEMBL53463,CHEMBL4827334,CHEMBL394
CHEMBL53463,CHEMBL4827335,CHEMBL392
CHEMBL53463,CHEMBL4827336,CHEMBL399
CHEMBL53463,CHEMBL4827992,CHEMBL4483227
CHEMBL53463,CHEMBL4827993,CHEMBL4483227
CHEMBL53463,CHEMBL4827994,CHEMBL4483227
CHEMBL53463,CHEMBL4827995,CHEMBL4483227
CHEMBL53463,CHEMBL4827996,CHEMBL4483227
CHEMBL53463,CHEMBL4827997,CHEMBL4483227
CHEMBL53463,CHEMBL4827998,CHEMBL4483227
CHEMBL53463,CHEMBL4827999,CHEMBL4483227
CHEMBL53463,CHEMBL4828000,CHEMBL4483227
CHEMBL53463,CHEMBL4828001,CHEMBL4483227
CHEMBL53463,CHEMBL4828120,CHEMBL387
CHEMBL53463,CHEMBL4828128,CHEMBL612558
CHEMBL53463,CHEMBL4828129,CHEMBL612558
CHEMBL53463,CHEMBL4828130,CHEMBL612558
CHEMBL53463,CHEMBL4828131,CHEMBL612558
CHEMBL53463,CHEMBL4828132,CHEMBL612558
CHEMBL53463,CHEMBL4828133,CHEMBL612558
CHEMBL53463,CHEMBL4828134,CHEMBL612558
CHEMBL53463,CHEMBL4828135,CHEMBL612558
CHEMBL53463,CHEMBL4828136,CHEMBL612558
CHEMBL53463,CHEMBL4828137,CHEMBL612558
CHEMBL53463,CHEMBL4828139,CHEMBL612558
CHEMBL53463,CHEMBL4828141,CHEMBL612558
CHEMBL53463,CHEMBL4828142,CHEMBL612558
CHEMBL53463,CHEMBL4828144,CHEMBL612558
CHEMBL53463,CHEMBL4828145,CHEMBL612558
CHEMBL53463,CHEMBL4828146,CHEMBL612558
CHEMBL53463,CHEMBL4828147,CHEMBL612558
CHEMBL53463,CHEMBL4828148,CHEMBL612558
CHEMBL53463,CHEMBL4828149,CHEMBL612558
CHEMBL53463,CHEMBL4828150,CHEMBL612558
CHEMBL53463,CHEMBL4828151,CHEMBL612558
CHEMBL53463,CHEMBL4828152,CHEMBL612558
CHEMBL53463,CHEMBL4828153,CHEMBL612558
CHEMBL53463,CHEMBL4828154,CHEMBL612558
CHEMBL53463,CHEMBL4829738,CHEMBL395
CHEMBL53463,CHEMBL4830715,CHEMBL395
CHEMBL53463,CHEMBL4830716,CHEMBL613831
CHEMBL53463,CHEMBL4830717,CHEMBL4296490
CHEMBL53463,CHEMBL4830718,CHEMBL612545
CHEMBL53463,CHEMBL4830719,CHEMBL612558
CHEMBL53463,CHEMBL4830720,CHEMBL612545
CHEMBL53463,CHEMBL4830721,CHEMBL612545
CHEMBL53463,CHEMBL4831450,CHEMBL387
CHEMBL53463,CHEMBL4831451,CHEMBL2366276
CHEMBL53463,CHEMBL4835922,CHEMBL390
CHEMBL53463,CHEMBL4835923,CHEMBL392
CHEMBL53463,CHEMBL4835924,CHEMBL387
CHEMBL53463,CHEMBL4835925,CHEMBL612255
CHEMBL53463,CHEMBL4836497,CHEMBL387
CHEMBL53463,CHEMBL4836498,CHEMBL395
CHEMBL53463,CHEMBL4836499,CHEMBL390
CHEMBL53463,CHEMBL4836500,CHEMBL394
CHEMBL53463,CHEMBL4836842,CHEMBL614247
CHEMBL53463,CHEMBL4836843,CHEMBL615022
CHEMBL53463,CHEMBL4836844,CHEMBL612519
CHEMBL53463,CHEMBL4836845,CHEMBL400
CHEMBL53463,CHEMBL4836849,CHEMBL615022
CHEMBL53463,CHEMBL4836850,CHEMBL615022
CHEMBL53463,CHEMBL4837049,CHEMBL387
CHEMBL53463,CHEMBL4837050,CHEMBL400
CHEMBL53463,CHEMBL4837051,CHEMBL614321
CHEMBL53463,CHEMBL4837811,CHEMBL614391
CHEMBL53463,CHEMBL4837812,CHEMBL395
CHEMBL53463,CHEMBL4837813,CHEMBL400
CHEMBL53463,CHEMBL4837814,CHEMBL614058
CHEMBL53463,CHEMBL4837815,CHEMBL612558
CHEMBL53463,CHEMBL4837816,CHEMBL612558
CHEMBL53463,CHEMBL4837817,CHEMBL612545
CHEMBL53463,CHEMBL4837818,CHEMBL395
CHEMBL53463,CHEMBL4837819,CHEMBL395
CHEMBL53463,CHEMBL4837820,CHEMBL395
CHEMBL53463,CHEMBL4837821,CHEMBL395
CHEMBL53463,CHEMBL4837822,CHEMBL400
CHEMBL53463,CHEMBL4837823,CHEMBL400
CHEMBL53463,CHEMBL4837824,CHEMBL400
CHEMBL53463,CHEMBL4837825,CHEMBL400
CHEMBL53463,CHEMBL4837826,CHEMBL614058
CHEMBL53463,CHEMBL4837827,CHEMBL614058
CHEMBL53463,CHEMBL4837828,CHEMBL614058
CHEMBL53463,CHEMBL4837829,CHEMBL614058
CHEMBL53463,CHEMBL4837830,CHEMBL395
CHEMBL53463,CHEMBL4837836,CHEMBL612545
