symbol,overall_score,uniprot_id,chembl_score,uniprot_variants_score,cancer_gene_census_score,intogen_score,eva_somatic_score,eva_score,uniprot_literature_score,gene_burden_score,slapenrich_score,cancer_biomarkers_score,europepmc_score,genomics_england_score,gene2phenotype_score,clingen_score,orphanet_score,impc_score,crispr_score,expression_atlas_score,reactome_score,ot_genetics_portal_score
DCLK3,0.013987045013011418,['Q9C098'],,,,,,,,,,,0.1150381348334576,,,,,,,,,
MAFK,0.013954308702186882,['O60675'],,,,,,,,,,,0.11476889110577387,,,,,,,,,
COL17A1,0.013931107300198343,['Q9UMD9'],,,,,,,,,,,0.11457806838319023,,,,,,,,,
CRKL,0.013920841193123767,['P46109'],,,,,,,,,,,0.11449363355018863,,,,,,,,,
ARG1,0.013887966947720076,['P05089'],,,,,,,,,,,0.11422325536296037,,,,,,,,,
SERPINA12,0.013878092518007226,['Q8IW75'],,,,,,,,,,,0.11414204192755256,,,,,,,,,
CLDN2,0.013859244550676319,['P57739'],,,,,,,,,,,0.11398702455217895,,,,,,,,,
HTT,0.013859244550676319,['P42858'],,,,,,,,,,,0.11398702455217895,,,,,,,,,
RAMP2,0.013859244550676319,['O60895'],,,,,,,,,,,0.11398702455217895,,,,,,,,,
SWT1,0.013859244550676319,['Q5T5J6'],,,,,,,,,,,0.11398702455217895,,,,,,,,,
BATF,0.013853081976537276,['Q16520'],,,,,,,,,,,0.11393633971960217,,,,,,,,,
SF3A1,0.013838712336527167,['Q15459'],,,,,,,,,,,0.11381815488617571,,,,,,,,,
RHOC,0.01381818012237802,['P08134'],,,,,,,,,,,0.11364928522017251,,,,,,,,,
IFIT1,0.013805450149605544,['P09914'],,,,,,,,,,,0.1135445860272505,,,,,,,,,
SOX10,0.013803560580645809,['P56693'],,,,,,,,,,,0.11352904503996081,,,,,,,,,
TSFM,0.013799085163219307,['P43897'],,,,,,,,,,,0.1134922364307895,,,,,,,,,
HNRNPA2B1,0.013763596907161611,['P22626'],,,,,,,,,,,0.11320035899838174,,,,,,,,,
UCP2,0.013751920871671664,['P55851'],,,,,,,,,,,0.11310432803946488,,,,,,,,,
XRCC6,0.01374631737285599,['P12956'],,,,,,,,,,,0.1130582413891612,,,,,,,,,
RAMP3,0.013741184319318702,['O60896'],,,,,,,,,,,0.11301602397266038,,,,,,,,,
PPP1R13L,0.013736051265781417,['Q8WUF5'],,,,,,,,,,,0.11297380655615957,,,,,,,,,
GLI2,0.013721264707449854,['P10070'],,,,,,,,,,,0.11285219272782869,,,,,,,,,
EIF3K,0.013701557146010847,['Q9UBQ5'],,,,,,,,,,,0.11269010551727417,,,,,,,,,
NACC1,0.013674454623333965,['Q96RE7'],,,,,,,,,,,0.11246719755814989,,,,,,,,,
CYP46A1,0.013674454623333965,['Q9Y6A2'],,,,,,,,,,,0.11246719755814989,,,,,,,,,
VSTM1,0.013674454623333965,['Q6UX27'],,,,,,,,,,,0.11246719755814989,,,,,,,,,
LETMD1,0.013674454623333965,['Q6P1Q0'],,,,,,,,,,,0.11246719755814989,,,,,,,,,
DOCK3,0.013674454623333965,['Q8IZD9'],,,,,,,,,,,0.11246719755814989,,,,,,,,,
UBA52,0.013669321569796678,['P62987'],,,,,,,,,,,0.11242498014164909,,,,,,,,,
NCOA4,0.013666857704098779,['Q13772'],,,,,,,,,,,0.11240471578172868,,,,,,,,,
B4GALT1,0.013653922409184815,['P15291'],,,,,,,,,,,0.11229832789214667,,,,,,,,,
PRXL2A,0.013643620080315095,['Q9BRX8'],,,,,,,,,,,0.10486806258800464,,,,,,,0.029382130242509987,,
GLP1R,0.013641988201390273,['P43220'],,,,,,,,,,,0.11220017356404363,,,,,,,,,
SCN2A,0.013635430845707223,['Q99250'],,,,,,,,,,,0.11214624180315232,,,,,,,,,
SH3BP2,0.013578363861115945,['P78314'],,,,,,,,,,,0.11167688752125479,,,,,,,,,
GPR37,0.013573230807578655,['O15354'],,,,,,,,,,,0.11163467010475397,,,,,,,,,
HSPA1B,0.013573230807578655,['P0DMV9'],,,,,,,,,,,0.11163467010475397,,,,,,,,,
ABCA2,0.013572602270410825,['Q9BZC7'],,,,,,,,,,,0.11162950062518245,,,,,,,,,
MNT,0.013562336163336249,['Q99583'],,,,,,,,,,,0.11154506579218083,,,,,,,,,
EHMT1,0.013561527445513642,['Q9H9B1'],,,,,,,,,,,0.11153841439513215,,,,,,,,,
INPPL1,0.013551261338439067,['O15357'],,,,,,,,,,,0.11145397956213055,,,,,,,,,
DOCK5,0.013530729124289917,['Q9H7D0'],,,,,,,,,,,0.1112851098961273,,,,,,,,,
SSTR2,0.013517999151517442,['P30874'],,,,,,,,,,,0.1111804107032053,,,,,,,,,
MMRN1,0.013513344019019252,['Q13201'],,,,,,,,,,,0.11114212400580092,,,,,,,,,
PNP,0.013505269178744967,['P00491'],,,,,,,,,,,0.1110757115102833,,,,,,,,,
CAPN1,0.01349746693736829,['P07384'],,,,,,,,,,,0.11101154103720207,,,,,,,,,
WNT3A,0.013489664695991615,['P56704'],,,,,,,,,,,0.11094737056412086,,,,,,,,,
IFI35,0.013484211088498736,['P80217'],,,,,,,,,,,0.11090251671303857,,,,,,,,,
RNF220,0.013472610387504469,['Q5VTB9'],,,,,,,,,,,0.11080710535174676,,,,,,,,,
NGFR,0.013433780859802666,['P08138'],,,,,,,,,,,0.11048774722863182,,,,,,,,,
LGR4,0.013414106147922742,['Q9BXB1'],,,,,,,,,,,0.11032593019322896,,,,,,,,,
FUT1,0.013387816778245503,['P19526'],,,,,,,,,,,0.11010971010880058,,,,,,,,,
KAT2B,0.01337940670601068,['Q92831'],,,,,,,,,,,0.11004054045768351,,,,,,,,,
ESD,0.013366471411096715,['P10768'],,,,,,,,,,,0.10993415256810149,,,,,,,,,
DDIAS,0.013366471411096714,['Q8IXT1'],,,,,,,,,,,0.10993415256810146,,,,,,,,,
USP2,0.01335887449186153,['O75604'],,,,,,,,,,,0.10987167079168028,,,,,,,,,
LGR5,0.013358874491861527,['O75473'],,,,,,,,,,,0.10987167079168027,,,,,,,,,
SLC43A3,0.013304874768649264,['Q8NBI5'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
TMEM154,0.013304874768649264,['Q6P9G4'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
UBE2A,0.013304874768649264,['P49459'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
DNAJC10,0.013304874768649264,['Q8IXB1'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
RBP1,0.013304874768649264,['P09455'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
RNF217,0.013304874768649264,['Q8TC41'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
PPME1,0.013304874768649264,['Q9Y570'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
TRIM58,0.013304874768649264,['Q8NG06'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
FRMD7,0.013304874768649264,['Q6ZUT3'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
EEF2K,0.013304874768649264,['O00418'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
RBMXL1,0.013304874768649264,['Q96E39'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
ZFR,0.013304874768649264,['Q96KR1'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
CES1,0.013304874768649264,['P23141'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
TRIOBP,0.013304874768649264,['Q9H2D6'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
SCUBE1,0.013304874768649264,['Q8IWY4'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
OASL,0.013304874768649264,['Q15646'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
EIF2S3,0.013304874768649264,['P41091'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
POU1F1,0.013304874768649264,['P28069'],,,,,,,,,,,0.1094275435700918,,,,,,,,,
KAT5,0.013303533879401728,['Q92993'],,,,,,,,,,,0.1052176227966313,,,,,,,0.016795569873955505,,
TIMM8A,0.013255595913244737,['O60220'],,,,,,,,,,,0.1064942774716157,,,,,,,0.010111864889022196,,
FGB,0.01325354423327639,['P02675'],,,,,,,,,,,0.10900536940508374,,,,,,,,,
TIE1,0.013235681206966627,['P35590'],,,,,,,,,,,0.1088584527956609,,,,,,,,,
L1CAM,0.013194616778668329,['P32004'],,,,,,,,,,,0.10852071346365445,,,,,,,,,
LGI1,0.013191947590828939,['O95970'],,,,,,,,,,,0.10849876040707404,,,,,,,,,
HMGCL,0.013181681483754362,['P35914'],,,,,,,,,,,0.10841432557407242,,,,,,,,,
WNT6,0.013161149269605214,['Q9Y6F9'],,,,,,,,,,,0.10824545590806921,,,,,,,,,
CLIC1,0.013150883162530635,['O00299'],,,,,,,,,,,0.10816102107506756,,,,,,,,,
CD177,0.013148410541579756,['Q8N6Q3'],,,,,,,,,,,0.10814068470651547,,,,,,,,,
DMD,0.013144980839326246,['P11532'],,,,,,,,,,,0.10811247670761999,,,,,,,,,
MMP12,0.013136292719741385,['P39900'],,,,,,,,,,,0.10804102022261386,,,,,,,,,
RHOB,0.01312788708268359,['P62745'],,,,,,,,,,,0.10797188704914398,,,,,,,,,
GATAD2A,0.013122401644416573,['Q86YP4'],,,,,,,,,,,0.10486806258800464,,,,,,,0.012234835256099178,,
RGMA,0.013120653701112,['Q96B86'],,,,,,,,,,,0.10791239523198314,,,,,,,,,
CCAT2,0.013120084841306914,Not found,,,,,,,,,,,0.10790771657606275,,,,,,,,,
AS3MT,0.013120084841306914,['Q9HBK9'],,,,,,,,,,,0.10790771657606275,,,,,,,,,
SUMO1P1,0.013099552627157764,Not found,,,,,,,,,,,0.10773884691005951,,,,,,,,,
HAX1,0.013099552627157762,['O00165'],,,,,,,,,,,0.1077388469100595,,,,,,,,,
GJA4,0.013099552627157762,['P35212'],,,,,,,,,,,0.1077388469100595,,,,,,,,,
CCL13,0.013059296916682072,['Q99616'],,,,,,,,,,,0.10740775897510174,,,,,,,,,
RNF4,0.013055470206560128,['P78317'],,,,,,,,,,,0.1073762857372186,,,,,,,,,
SLC1A2,0.013033470668053658,['P43004'],,,,,,,,,,,0.10719534788546888,,,,,,,,,
CANX,0.013016708518543326,['P27824'],,,,,,,,,,,0.10705748556975642,,,,,,,,,
PANK1,0.012996891556412015,['Q8TE04'],,,,,,,,,,,0.10689449858004338,,,,,,,,,
LIMK1,0.012991963825016217,['P53667'],,,,,,,,,,,0.10685396986020258,,,,,,,,,
EDN3,0.012991963825016216,['P14138'],,,,,,,,,,,0.10685396986020257,,,,,,,,,
CGAS,0.012986569516959288,['Q8N884'],,,,,,,,,,,0.10303825636726822,,,,,,,0.015085389428795375,,
CTSD,0.012982272014679806,['P07339'],,,,,,,,,,,0.10677425839983172,,,,,,,,,
ATG2B,0.012935294913964564,['Q96BY7'],,,,,,,,,,,0.1063878895820337,,,,,,,,,
TM6SF1,0.012935294913964564,['Q9BZW5'],,,,,,,,,,,0.1063878895820337,,,,,,,,,
RAB28,0.012935294913964564,['P51157'],,,,,,,,,,,0.1063878895820337,,,,,,,,,
ATXN7,0.012935294913964564,['O15265'],,,,,,,,,,,0.1063878895820337,,,,,,,,,
SIGLEC10,0.01293529491396456,['Q96LC7'],,,,,,,,,,,0.10638788958203368,,,,,,,,,
HES6,0.01293529491396456,['Q96HZ4'],,,,,,,,,,,0.10638788958203368,,,,,,,,,
ST3GAL1,0.01293529491396456,['Q11201'],,,,,,,,,,,0.10638788958203368,,,,,,,,,
PDE7A,0.012917790728123735,['Q13946'],,,,,,,,,,,0.1062439242992285,,,,,,,,,
UGCG,0.01291757213410759,['Q16739'],,,,,,,,,,,0.10368597492598204,,,,,,,0.010224606081825172,,
RGCC,0.012916209615654916,['Q9H4X1'],,,,,,,,,,,0.10623092024946633,,,,,,,,,
ADGRL4,0.01291476269981541,['Q9HBW9'],,,,,,,,,,,0.10621901991603044,,,,,,,,,
HFE,0.012913225879486734,['Q30201'],,,,,,,,,,,0.10620638015230474,,,,,,,,,
PTAFR,0.012911772958020427,['P25105'],,,,,,,,,,,0.10619443042486855,,,,,,,,,
ASH2L,0.01290449659274084,['Q9UBL3'],,,,,,,,,,,0.10613458508302885,,,,,,,,,
NRCAM,0.01290449659274084,['Q92823'],,,,,,,,,,,0.10613458508302885,,,,,,,,,
RNASE2,0.0128956677406567,['P10153'],,,,,,,,,,,0.10606197112664745,,,,,,,,,
SERPIND1,0.012873698271517109,['P05546'],,,,,,,,,,,0.10588128058402399,,,,,,,,,
PTGDS,0.012845569138132777,['P41222'],,,,,,,,,,,0.10564992914159958,,,,,,,,,
TBXT,0.012814797495212901,['O15178'],,,,,,,,,,,0.10539684406151507,,,,,,,,,
ZNF296,0.012812101629069664,['Q8WUU4'],,,,,,,,,,,0.10537467158601432,,,,,,,,,
ALOX15B,0.012804504709834477,['O15296'],,,,,,,,,,,0.10531218980959313,,,,,,,,,
TRADD,0.012804504709834474,['Q15628'],,,,,,,,,,,0.1053121898095931,,,,,,,,,
CA2,0.012788865691205093,['P00918'],,,,,,,,,,,0.1051835648189624,,,,,,,,,
CPSF6,0.012781165262460556,['Q16630'],,,,,,,,,,,0.10512023171612579,,,,,,,,,
MT1G,0.012768573335073464,['P13640'],,,,,,,,,,,0.10501666789408748,,,,,,,,,
PRPF8,0.012758307227998885,['Q6P2Q9'],,,,,,,,,,,0.10493223306108586,,,,,,,,,
PIGA,0.01275585302315005,['P37287'],,,,,,,,,,,0.1049120481579811,,,,,,,,,
MYO18A,0.012750504986622214,['Q92614'],,,,,,,,,,,0.10486806258800464,,,,,,,,,
TRPC5,0.012750504986622214,['Q9UL62'],,,,,,,,,,,0.10486806258800464,,,,,,,,,
PDCD6,0.012750504986622214,['O75340'],,,,,,,,,,,0.10486806258800464,,,,,,,,,
GPR35,0.012750504986622209,['Q9HC97'],,,,,,,,,,,0.10486806258800463,,,,,,,,,
RALA,0.01272997277247306,['P11233'],,,,,,,,,,,0.1046991929220014,,,,,,,,,
SIK3,0.012710249276146522,['Q9Y2K2'],,,,,,,,,,,0.10453697465304687,,,,,,,,,
PANX1,0.012669813385016052,['Q96RD7'],,,,,,,,,,,0.10420440480061195,,,,,,,,,
SERPINB10,0.012664774950607895,['P48595'],,,,,,,,,,,0.09726892761785938,,,,,,,0.027576151890661003,,
UBE2N,0.012637577808801885,['P61088'],,,,,,,,,,,0.10393927942498687,,,,,,,,,
KYAT1,0.012617045594652735,['Q16773'],,,,,,,,,,,0.10377040975898365,,,,,,,,,
HGFAC,0.012565715059279862,['Q04756'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
RHOV,0.012565715059279862,['Q96L33'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
ASXL3,0.012565715059279862,['Q9C0F0'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
JADE2,0.012565715059279862,['Q9NQC1'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
ASAP2,0.012565715059279862,['O43150'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
TMED2,0.012565715059279862,['Q15363'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
TAOK1,0.012565715059279862,['Q7L7X3'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
MPI,0.012565715059279862,['P34949'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
FAM3A,0.012565715059279862,['P98173'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
MED24,0.012565715059279862,['O75448'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
TCN1,0.012565715059279862,['P20061'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
GGT5,0.012565715059279862,['P36269'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
ALX4,0.012565715059279862,['Q9H161'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
AKTIP,0.012565715059279862,['Q9H8T0'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
PREP,0.012565715059279862,['P48147'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
DDA1,0.012565715059279862,['Q9BW61'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
SRGAP2C,0.012565715059279862,['P0DJJ0'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
CA6,0.012565715059279862,['P23280'],,,,,,,,,,,0.10334823559397559,,,,,,,,,
NPDC1,0.01256571505927986,['Q9NQX5'],,,,,,,,,,,0.10334823559397557,,,,,,,,,
HNF1B,0.012560582005742572,['P35680'],,,,,,,,,,,0.10330601817747477,,,,,,,,,
ACTL6A,0.012554813298428485,['O96019'],,,,,,,,,,,0.09726892761785938,,,,,,,0.023958580528544892,,
IL17B,0.012550315898667999,['Q9UHF5'],,,,,,,,,,,0.10322158334447315,,,,,,,,,
MIR223HG,0.01254518284513071,Not found,,,,,,,,,,,0.10317936592797235,,,,,,,,,
LMNB1,0.012537585925895524,['P20700'],,,,,,,,,,,0.10311688415155115,,,,,,,,,
MFN1,0.012537585925895524,['Q8IWA4'],,,,,,,,,,,0.10311688415155115,,,,,,,,,
CCL4L2,0.012534916738056135,['Q8NHW4'],,,,,,,,,,,0.10309493109497073,,,,,,,,,
APOBEC3A,0.012534916738056135,['P31941'],,,,,,,,,,,0.10309493109497073,,,,,,,,,
SP1,0.012524650630981559,['P08047'],,,,,,,,,,,0.10301049626196912,,,,,,,,,
NOX3,0.012511920658209084,['Q9HBY0'],,,,,,,,,,,0.10290579706904711,,,,,,,,,
CRY2,0.012491388444059937,['Q49AN0'],,,,,,,,,,,0.1027369274030439,,,,,,,,,
AGFG1,0.012485626853354819,['P52594'],,,,,,,,,,,0.10268954050697157,,,,,,,,,
TAGAP,0.012460064246739124,['Q8N103'],,,,,,,,,,,0.10247929777279753,,,,,,,,,
H3P29,0.012455457069298924,Not found,,,,,,,,,,,0.10244140548753823,,,,,,,,,
HIC1,0.012452487173151868,['Q14526'],,,,,,,,,,,0.10241697921929585,,,,,,,,,
IFNLR1,0.01244252177438496,['Q8IU57'],,,,,,,,,,,0.1023350175979562,,,,,,,,,
LILRA1,0.012421989560235809,['O75019'],,,,,,,,,,,0.102166147931953,,,,,,,,,
POU2F2,0.012411585407775852,['P09086'],,,,,,,,,,,0.10208057772806768,,,,,,,,,
DNASE1,0.012382730359768576,['P24855'],,,,,,,,,,,0.10184325591347429,,,,,,,,,
TRPV6,0.01238092513193751,['Q9H1D0'],,,,,,,,,,,0.10182840859994653,,,,,,,,,
CHAC1,0.012380925131937509,['Q9BUX1'],,,,,,,,,,,0.10182840859994652,,,,,,,,,
DNAJC5,0.012360392917788359,['Q9H3Z4'],,,,,,,,,,,0.10165953893394329,,,,,,,,,
LINP1,0.012360392917788359,Not found,,,,,,,,,,,0.10165953893394329,,,,,,,,,
TMBIM4,0.012360392917788357,['Q9HC24'],,,,,,,,,,,0.10165953893394328,,,,,,,,,
PLCB1,0.012355542705976597,['Q9NQ66'],,,,,,,,,,,0.10161964778324968,,,,,,,,,
PARK7,0.012353575617432827,['Q99497'],,,,,,,,,,,0.10160346922681286,,,,,,,,,
SOX18,0.01233986070363921,['P35713'],,,,,,,,,,,0.10149066926794008,,,,,,,,,
LRP2,0.012294471939626234,['P98164'],,,,,,,,,,,0.10111736391648153,,,,,,,,,
A2M,0.012293525176418242,['P01023'],,,,,,,,,,,0.10110957714854912,,,,,,,,,
TMSB4X,0.012284834369719489,['P62328'],,,,,,,,,,,0.10103809856305143,,,,,,,,,
TCEAL9,0.012278264061191759,['Q9UHQ7'],,,,,,,,,,,0.10098406026993038,,,,,,,,,
WNT7A,0.01225773184704261,['O00755'],,,,,,,,,,,0.10081519060392716,,,,,,,,,
SLC17A7,0.01225773184704261,['Q9P2U7'],,,,,,,,,,,0.10081519060392716,,,,,,,,,
PHF8,0.012253692680968892,['Q9UPP1'],,,,,,,,,,,0.1007819699965029,,,,,,,,,
FAXDC2,0.01223719963289346,['Q96IV6'],,,,,,,,,,,0.10064632093792394,,,,,,,,,
MBTPS1,0.012207873248495895,['Q14703'],,,,,,,,,,,0.10040512256047061,,,,,,,,,
DDX18,0.012196135204595159,['Q9NVP1'],,,,,,,,,,,0.10030858160591748,,,,,,,,,
STRN3,0.012196135204595159,['Q13033'],,,,,,,,,,,0.10030858160591748,,,,,,,,,
NOP56,0.012196135204595159,['O00567'],,,,,,,,,,,0.10030858160591748,,,,,,,,,
PITPNC1,0.012196135204595159,['Q9UKF7'],,,,,,,,,,,0.10030858160591748,,,,,,,,,
NPTX2,0.012196135204595159,['P47972'],,,,,,,,,,,0.10030858160591748,,,,,,,,,
TXN2,0.012196135204595159,['Q99757'],,,,,,,,,,,0.10030858160591748,,,,,,,,,
RAB7B,0.012196135204595159,['Q96AH8'],,,,,,,,,,,0.10030858160591748,,,,,,,,,
GALNS,0.012196135204595159,['P34059'],,,,,,,,,,,0.10030858160591748,,,,,,,,,
MROH2B,0.012196135204595157,['Q7Z745'],,,,,,,,,,,0.10030858160591746,,,,,,,,,
GAS8,0.012196135204595157,['O95995'],,,,,,,,,,,0.10030858160591746,,,,,,,,,
METTL16,0.012196135204595157,['Q86W50'],,,,,,,,,,,0.10030858160591746,,,,,,,,,
SRSF12,0.012175602990446007,['Q8WXF0'],,,,,,,,,,,0.10013971193991425,,,,,,,,,
KRT7,0.012175602990446007,['P08729'],,,,,,,,,,,0.10013971193991425,,,,,,,,,
HCAR2,0.012167483207871602,['Q8TDS4'],,,,,,,,,,,0.09685575026192782,,,,,,,0.012868718196453275,,
IL1R2,0.012166145601194044,['P27930'],,,,,,,,,,,0.10006192850396134,,,,,,,,,
MGLL,0.012165814804410528,['Q99685'],,,,,,,,,,,0.10005920782600906,,,,,,,,,
GRIN2B,0.012165198837986058,['Q13224'],,,,,,,,,,,0.10005414173602897,,,,,,,,,
TRIM5,0.012153312967350826,['Q9C035'],,,,,,,,,,,0.09995638496270934,,,,,,,,,
BTNL2,0.012142340803524386,['Q9UIR0'],,,,,,,,,,,0.09986614308098901,,,,,,,,,
CAPN10,0.01205240970555111,['Q9HC96'],,,,,,,,,,,0.0991264939438949,,,,,,,,,
NPTN,0.012050514699658298,['Q9Y639'],,,,,,,,,,,0.0991109082398949,,,,,,,,,
SCN5A,0.012043237485940102,['Q14524'],,,,,,,,,,,0.09905105591996978,,,,,,,,,
PSME3,0.012039679732778634,['P61289'],,,,,,,,,,,0.09902179475097288,,,,,,,,,
MIR143,0.012011345277252809,Not found,,,,,,,,,,,0.09878875461188842,,,,,,,,,
MON2,0.012011345277252809,['Q7Z3U7'],,,,,,,,,,,0.09878875461188842,,,,,,,,,
PRND,0.012011345277252809,['Q9UKY0'],,,,,,,,,,,0.09878875461188842,,,,,,,,,
DNM1,0.012011345277252809,['Q05193'],,,,,,,,,,,0.09878875461188842,,,,,,,,,
OAZ1,0.012011345277252809,['P54368'],,,,,,,,,,,0.09878875461188842,,,,,,,,,
NEFM,0.012000052559470772,['P07197'],,,,,,,,,,,0.09869587629558664,,,,,,,,,
SOX11,0.011990813063103657,['P35716'],,,,,,,,,,,0.0986198849458852,,,,,,,,,
FDX1,0.011980546956029084,['P10109'],,,,,,,,,,,0.09853545011288357,,,,,,,,,
TYRO3,0.011969958648792842,['Q06418'],,,,,,,,,,,0.09844836530588055,,,,,,,,,
AK2,0.011898418099432484,['P54819'],,,,,,,,,,,0.09785997144887068,,,,,,,,,
LILRB5,0.011888151992357909,['O75023'],,,,,,,,,,,0.09777553661586905,,,,,,,,,
DCTD,0.01186761977820876,['P32321'],,,,,,,,,,,0.09760666694986585,,,,,,,,,
IFNA17,0.011867619778208757,['P01571'],,,,,,,,,,,0.09760666694986583,,,,,,,,,
PURA,0.011854889805436282,['Q00577'],,,,,,,,,,,0.09750196775694382,,,,,,,,,
ENSG00000290929,0.01184656168796252,Not found,,,,,,,,,,,0.09743347215262109,,,,,,,,,
CNP,0.0118283889437485,['P09543'],,,,,,,,,,,0.09728400823102493,,,,,,,,,
AIFM2,0.011827992604900897,['Q9BRQ8'],,,,,,,,,,,0.0972807484944796,,,,,,,,,
VDAC1P11,0.011826555349910457,Not found,,,,,,,,,,,0.09726892761785938,,,,,,,,,
RAB1B,0.011826555349910457,['Q9H0U4'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
GBF1,0.011826555349910457,['Q92538'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
CTTN,0.011826555349910457,['Q14247'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
PLAC8,0.011826555349910457,['Q9NZF1'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
VIPR2,0.011826555349910457,['P41587'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
NFE2L3,0.011826555349910457,['Q9Y4A8'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
MADD,0.011826555349910457,['Q8WXG6'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
LINC00324,0.011826555349910457,Not found,,,,,,,,,,,0.09726892761785938,,,,,,,,,
TTC41P,0.011826555349910457,Not found,,,,,,,,,,,0.09726892761785938,,,,,,,,,
GLDC,0.011826555349910457,['P23378'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
CDCA3,0.011826555349910457,['Q99618'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
STAP2,0.011826555349910457,['Q9UGK3'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
SAFB,0.011826555349910457,['Q15424'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
SYT11,0.011826555349910457,['Q9BT88'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
RBM47,0.011826555349910457,['A0AV96'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
SECTM1,0.011826555349910457,['Q8WVN6'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
PRRC2A,0.011826555349910457,['P48634'],,,,,,,,,,,0.09726892761785938,,,,,,,,,
HUWE1,0.011821422296373172,['Q7Z6Z7'],,,,,,,,,,,0.09722671020135858,,,,,,,,,
APOH,0.011810532191565864,['P02749'],,,,,,,,,,,0.09713714322391566,,,,,,,,,
LAMP5,0.011806023135761307,['Q9UJQ1'],,,,,,,,,,,0.09710005795185614,,,,,,,,,
TNFRSF21,0.011806023135761307,['O75509'],,,,,,,,,,,0.09710005795185614,,,,,,,,,
NDRG2,0.011795757028686732,['Q9UN36'],,,,,,,,,,,0.09701562311885452,,,,,,,,,
BMPR2,0.011794986859989061,['Q13873'],,,,,,,,,,,0.09220283763776252,,,,,,,0.019225804543840683,,
ABCC5,0.011787531572283717,['O15440'],,,,,,,,,,,0.09694797186286182,,,,,,,,,
EPHX2,0.011785490921612157,['P34913'],,,,,,,,,,,0.09693118828585291,,,,,,,,,
TNFRSF19,0.011772760948839686,['Q9NS68'],,,,,,,,,,,0.09682648909293091,,,,,,,,,
AIFM1,0.011739293439776569,['O95831'],,,,,,,,,,,0.09655123153734566,,,,,,,,,
OPN1SW,0.011733954166599813,['P03999'],,,,,,,,,,,0.09650731804260469,,,,,,,,,
RELN,0.011722524300930376,['P78509'],,,,,,,,,,,0.09641331173699934,,,,,,,,,
GSTA2,0.011641765422568106,['P09210'],,,,,,,,,,,0.09574910062383032,,,,,,,,,
HOXC5,0.011641765422568106,['Q00444'],,,,,,,,,,,0.09574910062383032,,,,,,,,,
FOSL1,0.011641765422568106,['P15407'],,,,,,,,,,,0.09574910062383032,,,,,,,,,
RNF13,0.011637013733270965,['O43567'],,,,,,,,,,,0.09330049046678351,,,,,,,0.009638117266521385,,
SPAM1,0.011621233208418956,['P38567'],,,,,,,,,,,0.09558023095782708,,,,,,,,,
EGLN3,0.011616983283270673,['Q9H6Z9'],,,,,,,,,,,0.09554527693703245,,,,,,,,,
GYPC,0.01161096710134438,['P04921'],,,,,,,,,,,0.09549579612482548,,,,,,,,,
SCN8A,0.011598716324374947,['Q9UQD0'],,,,,,,,,,,0.09539503813544935,,,,,,,,,
