uniprot_id,symbol,overall_score,chembl_score,uniprot_variants_score,cancer_gene_census_score,intogen_score,eva_somatic_score,eva_score,uniprot_literature_score,gene_burden_score,slapenrich_score,cancer_biomarkers_score,europepmc_score,genomics_england_score,gene2phenotype_score,clingen_score,orphanet_score,impc_score,crispr_score,expression_atlas_score,reactome_score,ot_genetics_portal_score
Q8NE35,['CPEB3'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
P47813,['EIF1AX'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
P48544,['KCNJ5'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
O75177,['SS18L1'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
O43815,['STRN'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
O15013,['ARHGEF10'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
Q9HCE6,['ARHGEF10L'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
Q9HCM3,['KIAA1549'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
A6NKT7,['RGPD3'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
P42680,['TEC'],0.1847899273423509,,,0.3039653988058105,,,,,,,,,,,,,,,,,
Q04637,['EIF4G1'],0.1847818961039327,,,,,,,,,,,0.1483383886209641,,,,,,0.2965352685974013,,,
Q9UDW1,['UQCR10'],0.1845184360351762,,,,,,,,,0.6070376324413704,,,,,,,,,,,
Q14498,['RBM39'],0.184490736506682,,,,,,,,,,,0.1573380452194534,,,,,,0.2956063503386507,,,
Q9BW27,['NUP85'],0.1844820673233985,,,,,,,,,,,,,,,,,0.3034589924514,,,
Q71U36,['TUBA1A'],0.1844405534661368,,,,,,,,,0.6032858085306941,,0.0349560208626682,,,,,,,,,
P51815,['ZNF75D'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q8NEK5,['ZNF548'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q9UN42,['ATP1B4'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q86XU0,['ZNF677'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
O14771,['ZNF213'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q49AA0,['ZFP69'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q9Y466,['NR2E1'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
P10828,['THRB'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q08AN1,['ZNF616'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q8NCK3,['ZNF485'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q6AW86,['ZNF324B'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
P17038,['ZNF43'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
P52736,['ZNF133'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
O75437,['ZNF254'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q96CS4,['ZNF689'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q5JNZ3,['ZNF311'],0.1841599243204584,,,,,,,,,0.6058581833457621,,,,,,,,,,,
Q7Z5K2,['WAPL'],0.1826915244157032,,,,,,,,,0.599811509064213,,0.0121586159522324,,,,,,,,,
Q56NI9,['ESCO2'],0.1823219445610185,,,,,,,,,0.599811509064213,,,,,,,,,,,
P48995,['TRPC1'],0.1809193273728979,,,,,,,,,0.5939812499302203,,0.0121586159522324,,,,,,,,,
P62873,['GNB1'],0.1796559606515748,,,,,,,,,0.5832306048223488,,0.0781022205264929,,,,,,,,,
O43251,['RBFOX2'],0.1793658677398695,,,,,,,,,0.533591118489417,,0.5649534676137995,,,,,,,,,
Q9H081,['MIS12'],0.1792462295220803,,,,,,,,,,,,,,,,,0.2948464368416362,,,
P21796,['VDAC1'],0.1790588730679693,,,,,,,,,,,0.6397627296532296,,,,,,0.2625501132185188,,,
P60174,['TPI1'],0.1787776616677583,,,,,,,,,,,0.1140570020739788,,,,,0.5418236258788698,0.2644498969610551,,,
Q9Y678,['COPG1'],0.1784763946847721,,,,,,,,,,,,,,,,,0.2935801169902112,,,
P61978,['HNRNPK'],0.1752668228492504,,,,,,,,,0.5006300996375889,,0.7597113042945668,,,,,,,,,
P11172,['UMPS'],0.175190012599388,,,,,,,,,,,0.0425551558328134,,,,,,0.2857274748774618,0.0143565901126717,,
P04114,['APOB'],0.1739433114271606,,,,,,,,,0.4885795788146553,,0.8366749967036983,,,,,,,,,
Q685J3,['MUC17'],0.1734293794747552,,,,,,,,,0.5644770124343897,,0.0607930797611621,,,,,,,,,
P14854,['COX6B1'],0.1733946716828574,,,,,,,,,,,0.030396539880581,,,,,,0.2837012415290223,,,
P06576,['ATP5F1B'],0.1730557669561115,,,,,,,,,,,0.0699120417253364,,,,,,0.2811679938953747,,,
Q6W4X9,['MUC6'],0.1729212071745638,,,,,,,,,0.5644770124343897,,0.0440749828268425,,,,,,,,,
P18858,['LIG1'],0.172812167925673,,,,,,,,,,,0.0182379239283486,,,,,0.5148105006611465,0.2581170818423349,,,
O15105,['SMAD7'],0.1727411699990418,,,,,,,,,,,0.2723380587682636,,,,,,0.2705292049371713,,,
Q9HC84,['MUC5B'],0.1723206399107011,,,,,,,,,0.5644770124343897,,0.0243172319044648,,,,,,,,,
Q8N2K1,['UBE2J2'],0.1719642744519428,,,,,,,,,,,0.0182379239283486,,,,,0.3298632507840656,0.2659697239550842,,,
P17568,['NDUFB7'],0.1718546324283863,0.1215861595223242,,,,,,,,,,,,,,,,0.2522912810088227,,,
Q9Y3F4,['STRAP'],0.1717393235137246,,,,,,,,,,,,,,,,,0.2824981464805489,,,
Q14204,['DYNC1H1'],0.1713102511510956,,,,,,,,,0.5635847100496392,,,,,,,,,,,
O15078,['CEP290'],0.1713102511510956,,,,,,,,,0.5635847100496392,,,,,,,,,,,
Q8N4N8,['KIF2B'],0.1713102511510956,,,,,,,,,0.5635847100496392,,,,,,,,,,,
Q8N5L8,['RPP25L'],0.1709306827916745,,,,,,,,,,,,,,,,,0.2811679938953747,,,
Q9UBE0,['SAE1'],0.170486509402986,,,,,,,,,,,0.052940640292012,,,,,,0.2777903303838446,,,
O43155,['FLRT2'],0.1697031564036336,,,,,,,,,0.5570817507986437,,0.0121586159522324,,,,,,,,,
Q9Y4X5,['ARIH1'],0.1694933867368057,,,,,,,,,,,,,,,,,0.2788037510234631,,,
P33991,['MCM4'],0.1694783691939579,,,,,,,,,,,0.1086715607921736,,,,,0.4092590129521432,0.2559011740850405,,,
P49588,['AARS1'],0.1688772971190464,,,,,,,,,,,,,,,,,0.2777903303838446,,,
Q9NR56,['MBNL1'],0.1684036805352679,,,,,,,,,,,0.2512274021130024,,,,,,0.2644498969610551,,,
P98160,['HSPG2'],0.1682437429524305,,,,,,,,,0.4816229600315986,,0.7187340374339035,,,,,,,,,
P51784,['USP11'],0.1677958352608541,,,,,,,,,0.5505029884977144,,0.0151982699402905,,,,,,,,,
Q9Y3A0,['COQ4'],0.1676968590631834,,,,,,,,,,,,,,,,,0.275848599416273,,,
P13611,['VCAN'],0.1674389543711702,,,,,,,,,0.4816229600315986,,0.6922577153123043,,,,,,,,,
P24539,['ATP5PB'],0.167080769445424,,,,,,,,,,,,,,,,,0.2748351787766545,,,
Q96QD8,['SLC38A2'],0.1663571320899514,,,,,,,,,,,0.0243172319044648,,,,,,0.2724289886797077,,,
Q96MG7,['NSMCE3'],0.1663109346081158,,,,,,,,,,,,,,,,,0.2735688589252295,,,
Q5RKV6,['EXOSC6'],0.1659003313895611,,,,,,,,,,,,,,,,,0.272893447809083,,,
Q8N6L1,['KRTCAP2'],0.1658810323303726,,,,,,,,,,,,,,,,,,,,0.2728617023221554
Q14186,['TFDP1'],0.1657565648260887,,,,,,,,,,,0.0425551558328134,,,,,,0.2705292049371713,,,
P26718,['KLRK1'],0.1656204522099385,,,,,,,,,0.4440993805235433,,0.8879186934223188,,,,,0.2694349295014704,,,,
Q9Y3D0,['CIAO2B'],0.165412855561232,,,,,,,,,,,,,,,,0.2744199620418858,0.258370588984939,,,
Q86US8,['SMG6'],0.1645787138292086,,,,,,,,,,,,,,,,0.2963662638356653,0.2559011740850405,,,
Q9H2U2,['PPA2'],0.1644630353346922,,,,,,,,,,,,,,,,,0.2705292049371713,,,
O95363,['FARS2'],0.1644630353346922,,,,,,,,,,,,,,,,,0.2705292049371713,,,
Q8IY18,['SMC5'],0.1635744318136357,,,,,,,,,0.5006300996375889,,0.0653525607432492,,,,,0.3460038134606541,,,,
Q15382,['RHEB'],0.1632157033251314,,,,,,,,,,,0.1185465055342661,,,,,,0.2625501132185188,,,
P60604,['UBE2G2'],0.1628850785839614,,,,,,,,,,,,,,,,,0.2669831445947028,0.0190088261333372,,
P13693,['TPT1'],0.1625227410975976,,,,,,,,,,,0.0273568858925229,,,,,,0.2659697239550842,,,
P27708,['CAD'],0.1623072760423164,,,,,,,,,,,,,,,,,0.2669831445947028,,,
Q9Y5Q8,['GTF3C5'],0.161691186424557,,,,,,,,,,,,,,,,,0.2659697239550842,,,
Q9NP81,['SARS2'],0.161691186424557,,,,,,,,,,,,,,,,,0.2659697239550842,,,
Q8NBF2,['NHLRC2'],0.1601666695239826,,,,,,,,,,,0.0182379239283486,,,,,,0.2625501132185188,,,
P17812,['CTPS1'],0.1599818795966403,,,,,,,,,,,0.0121586159522324,,,,,,0.2625501132185188,,,
P46736,['BRCC3'],0.1597851574989503,,,,,,,,,0.4807306576468481,,,,,,,0.4493824455945103,,,,
Q14185,['DOCK1'],0.1594437582635824,,,,,,,,,0.4425266629313783,,0.8056126533516869,,,,,,,0.032801001803944,,
Q9NWZ8,['GEMIN8'],0.1589193375144217,,,,,,,,,,,,,,,,,0.261410242972997,,,
O00411,['POLRMT'],0.1584513056928919,,,,,,,,,,,0.1669817031373119,,,,,,0.2522912810088227,,,
P62861,['FAU'],0.15630160340369,,,,,,,,,,,,,,,,,0.2571042691335139,,,
P61077,['UBE2D3'],0.1560321796896248,,,,,,,,,,,0.0151982699402905,,,,,,0.2559011740850405,,,
Q12906,['ILF3'],0.1550849465220679,,,,,,,,,,,0.0486344638089296,,,,,,0.2526712377573299,,,
Q99611,['SEPHS2'],0.1548642252199646,,,,,,,,,,,0.0489722031409361,,,,,,0.2522912810088227,,,
Q6KC79,['NIPBL'],0.154637671447254,,,,,,,,,0.4807306576468481,,0.2800379717853449,,,,,,,,,
Q9Y266,['NUDC'],0.1545305767400409,,,,,,,,,,,0.030396539880581,,,,,,0.2526712377573299,,,
Q14114,['LRP8'],0.154299589330863,,,,,,,,,,,0.030396539880581,,,,,,0.2522912810088227,,,
Q9P258,['RCC2'],0.1538584312237274,,,,,,,,,0.4807306576468481,,0.2544021518338631,,,,,,,,,
P61326,['MAGOH'],0.1537452195488359,,,,,,,,,,,0.0121586159522324,,,,,,0.2522912810088227,,,
Q12770,['SCAP'],0.1533756396941512,,,,,,,,,,,,,,,,,0.2522912810088227,,,
P62995,['TRA2B'],0.1533756396941512,,,,,,,,,,,,,,,,,0.2522912810088227,,,
Q9HD33,['MRPL47'],0.1533756396941512,,,,,,,,,,,,,,,,,0.2522912810088227,,,
O00148,['DDX39A'],0.1533756396941512,,,,,,,,,,,,,,,,,0.2522912810088227,,,
Q9UKX7,['NUP50'],0.1533756396941512,,,,,,,,,,,,,,,,,0.2522912810088227,,,
P49454,['CENPF'],0.1529627133814707,,,,,,,,,0.4807306576468481,,0.2249343951162997,,,,,,,,,
Q9H2G9,['BLZF1'],0.1503653882916032,,,,,,,,,0.4807306576468481,,0.1394863441186664,,,,,,,,,
Q6IFH4,['OR6B2'],0.1497770667437738,,,,,,,,,0.4606754539385028,,0.3206834957401301,,,,,,,,,
P10144,['GZMB'],0.1485234094908256,,,,,,,,,0.455557890996009,,0.3306157054247484,,,,,,,,,
O75197,['LRP5'],0.1478416696907862,,,,,,,,,0.4816229600315986,,0.0475368109799087,,,,,,,,,
Q9UHI8,['ADAMTS1'],0.1475054546840939,,,,,,,,,0.4816229600315986,,0.0364758478566972,,,,,,,,,
Q96GW7,['BCAN'],0.147454124148721,,,,,,,,,0.4816229600315986,,0.0347871511966649,,,,,,,,,
Q14118,['DAG1'],0.1472693342213787,,,,,,,,,0.4816229600315986,,0.0287078432205487,,,,,,,,,
Q7L590,['MCM10'],0.1471880281520222,,,,,,,,,0.4807306576468481,,0.0349560208626682,,,,,,,,,
Q8NF91,['SYNE1'],0.1471880281520222,,,,,,,,,0.4807306576468481,,0.0349560208626682,,,,,,,,,
Q8TE56,['ADAMTS17'],0.1467662949747245,,,,,,,,,0.4816229600315986,,0.0121586159522324,,,,,,,,,
Q9Y6X3,['MAU2'],0.1464950659244884,,,,,,,,,0.4807306576468481,,0.0121586159522324,,,,,,,,,
Q96RT7,['TUBGCP6'],0.1464950659244884,,,,,,,,,0.4807306576468481,,0.0121586159522324,,,,,,,,,
P28907,['CD38'],0.1464677696210127,0.1746529351158814,,,,,,,,,,0.9472559415511966,,,,,0.3516271733385616,,,,
P58397,['ADAMTS12'],0.1463967151200398,,,,,,,,,0.4816229600315986,,,,,,,,,,,
Q8N6G6,['ADAMTSL1'],0.1463967151200398,,,,,,,,,0.4816229600315986,,,,,,,,,,,
Q8TE57,['ADAMTS16'],0.1463967151200398,,,,,,,,,0.4816229600315986,,,,,,,,,,,
P51797,['CLCN6'],0.1463967151200398,,,,,,,,,0.4816229600315986,,,,,,,,,,,
Q8IVN8,['SBSPON'],0.1463967151200398,,,,,,,,,0.4816229600315986,,,,,,,,,,,
O43684,['BUB3'],0.1461254860698037,,,,,,,,,0.4807306576468481,,,,,,,,,,,
Q8TCU4,['ALMS1'],0.1461254860698037,,,,,,,,,0.4807306576468481,,,,,,,,,,,
Q9NWV8,['BABAM1'],0.1461254860698037,,,,,,,,,0.4807306576468481,,,,,,,,,,,
Q15116,['PDCD1'],0.1450577295795966,0.1925491194766597,,,,,,,,,,0.9211966199687178,,,,,,,,,
Q9H205,['OR2AG1'],0.1420158897953951,,,,,,,,,0.4606754539385028,,0.0653525607432492,,,,,,,,,
O60266,['ADCY3'],0.1413841085931113,,,,,,,,,0.4633084534106921,,0.0182379239283486,,,,,,,,,
O95622,['ADCY5'],0.1408297388110843,,,,,,,,,0.4633084534106921,,,,,,,,,,,
Q8NGF8,['OR4B1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NG83,['OR2M3'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGP9,['OR5AR1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
A6NET4,['OR5K3'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NG98,['OR7D4'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q6IFG1,['OR52E8'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NG92,['OR13H1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGP8,['OR5M1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGJ5,['OR51L1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGG6,['OR8B12'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGG7,['OR8A1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGJ8,['OR51S1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NH64,['OR51A7'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGM1,['OR4C15'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NH69,['OR5W2'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGS2,['OR1J2'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGV0,['OR2Y1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8NGZ9,['OR2T10'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q96R28,['OR2M2'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8N127,['OR5AS1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q9H346,['OR52D1'],0.1400293980764648,,,,,,,,,0.4606754539385028,,,,,,,,,,,
Q8TDQ0,['HAVCR2'],0.1387577385474824,0.1367844294626147,,,,,,,,,,0.9702491811973706,,,,,,,,,
P04839,['CYBB'],0.1384785345632548,,,,,,,,,0.3314162096111645,,0.8914586544376605,,,,,0.36305627233366,,,,
Q9UKV0,['HDAC9'],0.1383303659741324,0.1852947321941426,,,,,,,,,,0.8449643195909907,,,,,,,,,
P04899,['GNAI2'],0.1379481216337502,,,,,,,,,0.4244673394288744,,0.0911896196417431,,,,,0.2530815910457178,,,,
P17947,['SPI1'],0.1366921125721348,,,,,,,,,,,0.958506386711195,,,,,0.6629373676565875,,,,
P11473,['VDR'],0.1349268575220614,0.1519826994029052,,,,,,,,,,0.919743801791313,,,,,,,,,
Q7LBC6,['KDM3B'],0.1340944217350957,,,,,,,,,0.3884836023478659,,0.5266668074985751,,,,,,,,,
P08311,['CTSG'],0.1337384321955644,,,,,,,,,0.3314162096111645,,0.1956695726170535,,,,,0.8710716343075184,,,,
P03923,['MT-ND6'],0.1307779532423104,0.1215861595223242,,,,0.1823792392834863,,,,,,0.1054810594755963,,,,,,,,,
Q07820,['MCL1'],0.1305296814869772,0.1215861595223242,,,,,,,,,,0.9215743732095484,,,,,,,,,
Q9BY41,['HDAC8'],0.1301264650950919,0.1887904954739364,,,,,,,,,,0.5051531740274873,,,,,,,,,
P15144,['ANPEP'],0.1298589549857435,0.1519826994029052,,,,,,,,,,0.8757756379035407,,,,,,,0.0205793067091765,,
P0DPH7,['TUBA3C'],0.1290233841095391,,,,,,,,,0.4244673394288744,,,,,,,,,,,
O15392,['BIRC5'],0.1264997279030065,0.1215861595223242,,,,,,,,,,0.8884295350157679,,,,,,,,,
Q8NHM5,['KDM2B'],0.1261956092031488,,,,,,,,,0.3884836023478659,,0.2668078708242365,,,,,,,,,
P01579,['IFNG'],0.1261768610466333,,,,,,,,,,,0.905839690692234,,,,,0.5276683456567149,,,,
Q9UM01,['SLC7A7'],0.1260983703516149,,,,,,,,,0.4057255264118641,,0.0911896196417431,,,,,,,,,
O60341,['KDM1A'],0.1257505458137831,0.0759913497014526,,,,,,,,,,0.9392613090465934,,,,,,,,,
P01375,['TNF'],0.125443291035442,,,,,,,,,,,0.929909539642466,,,,,0.4019469564142034,,0.0119444717662057,,
Q9C0B1,['FTO'],0.1253281388523168,0.1519826994029052,,,,,,,,,,0.8407979850350711,,,,,,,,,
P00338,['LDHA'],0.1248479095714606,,,,,,,,,,,0.8803727492421958,,,,,0.5858156261518382,,,,
P05231,['IL6'],0.124453221792506,0.0607930797611621,,,,,,,,,,0.9475891489461372,,,,,,,,,
P57087,['JAM2'],0.1243056472940404,,,,,,,,,0.4057255264118641,,0.0212775779164067,,,,,,,0.0227550522918057,,
Q9BZS1,['FOXP3'],0.1242863015390167,,,,,,,,,,,0.8991403462460165,,,,,0.4922691867619474,,,,
P06493,['CDK1'],0.124079809243786,0.1763533588360528,,,,,,,,,,0.5549701121038749,,,,,,,,,
P14902,['IDO1'],0.1239799222263777,0.0759913497014526,,,,,,,,,,0.9246986022848892,,,,,,,,,
P24941,['CDK2'],0.1236352307261958,0.1792737981959977,,,,,,,,,,0.4819353668407772,,,,,,,,,
P09601,['HMOX1'],0.1234533262428225,,,,,,,,,,,0.9170074660711812,,,,,0.39339708522446,,,,
Q7Z3B3,['KANSL1'],0.1230665856087,,,,,,,,,0.3884836023478659,,0.1638677464962124,,,,,,,,,
Q96DB2,['HDAC11'],0.12165693184881,0.1887904954739364,,,,,,,,,,0.22651839258341,,,,,,,,,
Q969S8,['HDAC10'],0.1215008916878378,0.1852947321941426,,,,,,,,,,0.2913001738555684,,,,,,,,,
Q6VMQ6,['ATF7IP'],0.1214117918093492,,,,,,,,,0.3884836023478659,,0.1094275435700918,,,,,,,,,
Q96T37,['RBM15'],0.12137726741165,,,0.1519826994029052,,,,,,,,0.7206700571851828,,,,,0.5238083734921131,,,,
P41225,['SOX3'],0.1210374024092398,,,,,,0.1945378552357187,,,,,0.0911896196417431,,,,,,,,,
P56524,['HDAC4'],0.120923656779624,0.1852947321941426,,,,,,,,,,0.2723100220000765,,,,,,,,,
Q8NEM7,['SUPT20H'],0.1208574220273222,,,,,,,,,0.3884836023478659,,0.0911896196417431,,,,,,,,,
P50750,['CDK9'],0.1208396214518734,0.1763533588360528,,,,,,,,,,0.4483728545001396,,,,,,,,,
Q9BZZ2,['SIGLEC1'],0.1206890416771568,,,,,,,,,0.3314162096111645,,0.6563240892011595,,,,,,,,,
P28906,['CD34'],0.1204091898183066,,,,,,,,,,,0.9903198710392568,,,,,,,,,
P09919,['CSF3'],0.1202823777058372,,,,,,,,,,,0.9107778253187804,,,,,0.3139962569664022,,,,
Q02127,['DHODH'],0.1200479238869246,0.1435392161027438,,,,,,,,,,0.8079245757854238,,,,,,,,,
P11802,['CDK4'],0.1199761596693158,0.1727066445180945,,,,,,,,,,0.4882644734528354,,,,,,,0.0104311936506436,,
P01732,['CD8A'],0.119684650267989,,,,,,,,,,,0.984360808320572,,,,,,,,,
P41217,['CD200'],0.1195382986686403,0.0607930797611621,,,,,,,,,,0.9071657722791304,,,,,,,,,
P01730,['CD4'],0.1193963570463572,,,,,,,,,,,0.981989706027643,,,,,,,,,
P51610,['HCFC1'],0.1193021068055241,,,,,,,,,0.3884836023478659,,0.040022110842765,,,,,,,,,
P35869,['AHR'],0.1192803250018268,,,,,,,,,,,0.9009822991717504,,,,,0.3202123493719811,,,,
P15692,['VEGFA'],0.119275356832559,,,,,,,,,,,0.8983159367335799,,,,,0.3307143539007219,,,,
Q9HCU9,['BRMS1'],0.1192405101630766,,,,,,,,,0.3884836023478659,,0.0379956748507263,,,,,,,,,
Q03701,['CEBPZ'],0.1187446185430024,,,,,,,,,,,0.97662940428018,,,,,,,,,
Q15906,['VPS72'],0.1186352008613564,,,,,,,,,0.3884836023478659,,,,,,,,,0.0180819180843854,,
Q9ULM3,['YEATS2'],0.1184551529718716,,,,,,,,,0.3884836023478659,,0.0121586159522324,,,,,,,,,
Q8N371,['KDM8'],0.1180855731171869,,,,,,,,,0.3884836023478659,,,,,,,,,,,
P35354,['PTGS2'],0.11798374470804,0.162537053528107,,,,,,,,,,0.6116949709834651,,,,,,,0.0428624593088807,,
O00182,['LGALS9'],0.1172137233491788,,,,,,,,,,,0.8921353574515691,,,,,0.2876120603500579,,,,
Q13231,['CHIT1'],0.1170529114428525,,,,,,,,,0.3314162096111645,,0.5367009265454895,,,,,,,,,
P09874,['PARP1'],0.116696464654988,0.0889774270171008,,,,,,,,,,0.8485623323932738,,,,,,,,,
P01024,['C3'],0.1166273448988646,,,,,,,,,0.3314162096111645,,0.5227004335400441,,,,,,,,,
P01574,['IFNB1'],0.1163674842557836,,,,,,,,,,,0.9570783772837044,,,,,,,,,
Q16653,['MOG'],0.1163538982220414,,,,,,,,,,,0.9569666373143229,,,,,,,,,
P32320,['CDA'],0.1159484994223295,0.1756028269871496,,,,,,,,,,0.3024730046675449,,,,,,,,,
Q16552,['IL17A'],0.1158157870957696,,,,,,,,,,,0.8875986701481108,,,,,0.2597688298194456,,,,
P18621,['RPL17'],0.115463785625318,,,,,,,,,,,0.9496457991513249,,,,,,,,,
O14757,['CHEK1'],0.1148392513539873,0.0942151532920827,,,,,,,,,,0.8267403002686485,,,,,,,,,
P22301,['IL10'],0.1146564990807568,,,,,,,,,,,0.8724102099485164,,,,,0.282383855490598,,,,
O75131,['CPNE3'],0.1145931718223067,,,,,,,,,0.3314162096111645,,0.4557792285427125,,,,,,,,,
P13591,['NCAM1'],0.1145162752354899,,,,,,,,,,,0.9418528859320028,,,,,,,,,
P07196,['NEFL'],0.1145146925708889,,,,,,,,,,,0.9418398691165432,,,,,,,,,
Q6ZNK6,['TIFAB'],0.1141418122788538,,,,,,,,,,,0.8287076215509214,,,,,0.4402617949336759,,,,
Q9UQL6,['HDAC5'],0.1141118611209124,0.1852947321941426,,,,,,,,,,0.0482122896439216,,,,,,,,,
Q07817,['BCL2L1'],0.1138204376836748,0.1367844294626147,,,,,,,,,,0.7162133885868943,,,,,0.4404236475481087,,,,
P15391,['CD19'],0.1135878491414843,0.1435392161027438,,,,,,,,,,0.7547929136717424,,,,,,,,,
P50613,['CDK7'],0.1135304325207979,0.1678981484757523,,,,,,,,,,0.3770158460615006,,,,,,,,,
Q15751,['HERC1'],0.1132996423309102,,,,,,,,,0.3314162096111645,,0.4132240727098991,,,,,,,,,
Q8WUI4,['HDAC7'],0.1131083491543727,0.1852947321941426,,,,,,,,,,0.0151982699402905,,,,,,,,,
P51649,['ALDH5A1'],0.1130777182918097,0.182584649511572,,,,,,,,,,0.0683922147313073,,,,,,,,,
Q495A1,['TIGIT'],0.1130529918601931,,,,,,,,,,,0.929817935728414,,,,,,,,,
P55087,['AQP4'],0.1130205459543433,,,,,,,,,,,0.9295510804713903,,,,,,,,,
P11215,['ITGAM'],0.1129093384573687,,,,,,,,,,,0.9286364410304256,,,,,,,,,
Q15848,['ADIPOQ'],0.1126929509259013,,,,,,,,,,,0.9268567357389887,,,,,,,,,
Q5QGZ9,['CLEC12A'],0.1125099941854222,,,,,,,,,,,0.9253519860109116,,,,,,,,,
P41597,['CCR2'],0.1120158035225349,,,,,,,,,,,0.8286274031773471,,,,,0.3706402090338651,,,,
Q8NFP4,['MDGA1'],0.1118903010057934,,,,,0.1823792392834863,,,,,,0.0334361938686391,,,,,,,,,
O14965,['AURKA'],0.1117967250590225,0.1606372697855707,,,,,,,,,,0.459473904374605,,,,,,,0.0128771390560937,,
P19838,['NFKB1'],0.1115465056593159,,,,,,,,,,,0.9174276586870492,,,,,,,,,
Q86YV0,['RASAL3'],0.1115207211511087,,,,,0.1823792392834863,,,,,,0.0212775779164067,,,,,,,,,
O95198,['KLHL2'],0.1114690927784428,,,,,,,,,0.3314162096111645,,0.3530017724198279,,,,,,,,,
P09429,['HMGB1'],0.1112469177635025,,,,,,,,,,,0.9149636619871748,,,,,,,,,
P24298,['GPT'],0.1110817290400764,,,,,,,,,,,0.9136050474534552,,,,,,,,,
P10451,['SPP1'],0.110962051743456,,,,,,,,,,,0.9126207471260946,,,,,,,,,
P15309,['ACP3'],0.1108739564054105,,,,,0.1823792392834863,,,,,,,,,,,,,,,
P57737,['CORO7'],0.1108739564054105,,,,,0.1823792392834863,,,,,,,,,,,,,,,
O94913,['PCF11'],0.1108739564054105,,,,,0.1823792392834863,,,,,,,,,,,,,,,
Q9UBY0,['SLC9A2'],0.1108739564054105,,,,,0.1823792392834863,,,,,,,,,,,,,,,
Q9Y3D7,['PAM16'],0.1108739564054105,,,,,0.1823792392834863,,,,,,,,,,,,,,,
Q9Y3Z3,['SAMHD1'],0.1108128314587575,,,,,,,,,,,0.9113934669382447,,,,,,,,,
P43489,['TNFRSF4'],0.1108059553640837,0.0607930797611621,,,,,,,,,,0.8353455639687161,,,,,,,,,
