parent_compound_id,target_id,target_uniprot_ids,compound_specificity
CHEMBL3301622,CHEMBL5749,['Q92918'],specific
CHEMBL3301622,CHEMBL5330,"['Q12851', 'Q86VU3']",specific
CHEMBL3301622,CHEMBL5432,"['Q6IQ39', 'Q8IVH7', 'Q8IVH8', 'Q9UDM5', 'Q9Y6R5']",specific
CHEMBL3301622,CHEMBL6166,"['E7ESS2', 'O75172', 'O95819', 'Q9NST7']",specific
CHEMBL3301622,CHEMBL4852,"['A0A0A0MQR1', 'Q8IYF6', 'Q9Y4K4']",specific
CHEMBL3301622,CHEMBL4040,"['A8CZ64', 'P28482']",specific
CHEMBL3301622,CHEMBL2637,"['A6NFS3', 'A6NG28', 'B3KQ94', 'P53779', 'Q15707', 'Q49AP1']",specific
CHEMBL3301622,CHEMBL3961,"['A8K730', 'B0LPG1', 'B7Z630', 'E7ETQ1', 'L7RT27', 'O00284', 'O15472', 'Q15759', 'Q2XNF2']",specific
CHEMBL3301622,CHEMBL260,"['A6ZJ92', 'A8K6P4', 'B0LPH0', 'B5TY32', 'O60776', 'Q13083', 'Q14084', 'Q16539', 'Q8TDX0']",specific
CHEMBL3301622,CHEMBL5198,"['Q2TCF9', 'Q8N362', 'Q8TD08']",specific
CHEMBL3301622,CHEMBL3385,"['A8CZ58', 'B0LPG3', 'P27361', 'Q8NHX1']",specific
CHEMBL3301622,CHEMBL5332,"['Q13164', 'Q16634', 'Q59F50', 'Q6QLU7', 'Q7L4P4', 'Q969G1', 'Q96G51']",specific
CHEMBL3301622,CHEMBL2276,"['B5BTZ5', 'B7ZLV4', 'D3DX88', 'D3DX92', 'P45983', 'Q15709', 'Q15712', 'Q15713', 'Q308M2']",specific
CHEMBL3301622,CHEMBL4179,"['A8K0S3', 'B5BU66', 'B5M0B4', 'D3DWQ8', 'D3DWQ9', 'P45984', 'Q15708', 'Q15710', 'Q15711', 'Q8N5C5']",specific
CHEMBL3301622,CHEMBL2208,"['P49137', 'Q5SY30', 'Q5SY41', 'Q8IYD6']",specific
CHEMBL3301622,CHEMBL3094,"['B3KVA5', 'O60491', 'Q86X46', 'Q8IW41', 'Q9BVX9', 'Q9UG86']",specific
CHEMBL3301622,CHEMBL3831,"['Q15449', 'Q15524', 'Q5XGA3', 'Q68A18', 'Q7KZI7', 'Q96HB3', 'Q96RG0']",specific
CHEMBL3301622,CHEMBL5600,"['A0A0A0MQR8', 'A0A0A0MST9', 'A0A0A0MT23', 'O60219', 'P27448', 'Q86TT8', 'Q8TB41', 'Q8WX83', 'Q96RG1', 'Q9UMY9', 'Q9UN34']",specific
CHEMBL3301622,CHEMBL5754,"['Q8NG37', 'Q96JG7', 'Q96L34', 'Q96SQ2', 'Q9BYD8']",specific
CHEMBL3301622,CHEMBL3313835,"['A8K511', 'B4DN45', 'D6W5L1', 'P31153', 'Q53SP5']",specific
CHEMBL3301622,CHEMBL4105745,"['P33991', 'Q8NEH1', 'Q99658']",specific
CHEMBL3301622,CHEMBL4105779,"['O15019', 'Q5T794', 'Q9NU22']",specific
CHEMBL3301622,CHEMBL4578,"['A6P3A7', 'A6P3A8', 'B1AMQ6', 'B7Z1E6', 'B7Z5M5', 'B7Z6Q7', 'B7Z6R8', 'B7Z6Y0', 'B7Z7Q1', 'D3DRP8', 'F5H0Y0', 'F5H2R4', 'F5H689', 'Q14680', 'Q7L3C3']",specific
CHEMBL3301622,CHEMBL3717,"['A1L467', 'B5A932', 'E7EQ94', 'O60366', 'P08581', 'Q12875', 'Q9UDX7', 'Q9UPL8']",specific
CHEMBL3301622,CHEMBL2689,"['A0A087WZG2', 'B5A944', 'B5A945', 'B5A946', 'B5A947', 'Q04912']",specific
CHEMBL3301622,CHEMBL4105888,"['B0I1S2', 'C3TTN4', 'Q5CZ75', 'Q6XYE4', 'Q76B62', 'Q7Z406', 'Q8WV23', 'Q96I22', 'Q9BT27', 'Q9BW35', 'Q9H882']",specific
CHEMBL3301622,CHEMBL2428,"['B4DUE3', 'D3DN97', 'O95796', 'O95797', 'O95798', 'O95799', 'Q14844', 'Q15746', 'Q16794', 'Q17S15', 'Q3ZCP9', 'Q5MY99', 'Q5MYA0', 'Q6P2N0', 'Q7Z4J0', 'Q9C0L5', 'Q9UBG5', 'Q9UBY6', 'Q9UIT9']",specific
CHEMBL3301622,CHEMBL4627,"['B5BUL9', 'B7Z5U8', 'Q32MK0', 'Q32MK1', 'Q96DV1']",specific
CHEMBL3301622,CHEMBL4105935,"['B4DFD5', 'E7ESU4', 'E9PMN9', 'Q86WK5', 'Q9C0F4', 'Q9H0A0', 'Q9HA61', 'Q9NVF2']",specific
CHEMBL3301622,CHEMBL4105781,"['B4DF76', 'K7EK58', 'Q6PKI0', 'Q9H2L3', 'Q9P0J0', 'Q9Y327']",specific
CHEMBL3301622,CHEMBL5855,"['G5E9Z3', 'Q05DG5', 'Q14CB7', 'Q5H9T1', 'Q6PIB8', 'Q96PY6', 'Q96SS2', 'Q9H6P7', 'Q9Y594']",specific
CHEMBL3301622,CHEMBL3835,"['P51955', 'Q53FD6', 'Q5I1Z9', 'Q5VXZ1', 'Q6NZX8', 'Q7Z634', 'Q86XH2', 'Q96QN9']",specific
CHEMBL3301622,CHEMBL5679,"['A8K2J4', 'P51956', 'Q5TAP2', 'Q8J023', 'Q8WUN5']",specific
CHEMBL3301622,CHEMBL5257,"['Q52LK6', 'Q8NCN0', 'Q8TCY4', 'Q8TD19', 'Q9UPI4', 'Q9Y6S4', 'Q9Y6S5', 'Q9Y6S6']",specific
CHEMBL3301622,CHEMBL5364,"['B2RCX1', 'Q2PNI9', 'Q6P2A3', 'Q9UBE8']",specific
CHEMBL3301622,CHEMBL3959,"['B2R492', 'P16083', 'Q5TD04']",specific
CHEMBL3301622,CHEMBL2815,"['B2R6T5', 'B7ZM34', 'P04629', 'P08119', 'Q15655', 'Q15656', 'Q5D056', 'Q5VZS2', 'Q7Z5C3', 'Q9UIU7']",specific
CHEMBL3301622,CHEMBL5698,['Q9H093'],specific
CHEMBL3301622,CHEMBL4105705,"['D3DNW4', 'E5KLJ5', 'E5KLJ6', 'E5KLJ7', 'E5KLK1', 'E5KLK2', 'O60313']",specific
CHEMBL3301622,CHEMBL5922,"['E9PDH9', 'P22234', 'Q68CQ5']",specific
CHEMBL3301622,CHEMBL4482,"['B4DGG6', 'O96013', 'Q8N4E1', 'Q8NCH5', 'Q8NDE3', 'Q9BU33', 'Q9ULS8']",specific
CHEMBL3301622,CHEMBL1913,"['B5A957', 'P09619', 'Q8N5L4']",specific
CHEMBL3301622,CHEMBL1075181,"['O00764', 'Q7Z2Y0', 'Q9BS02']",specific
CHEMBL3301622,CHEMBL2972,"['B3KS15', 'Q01813', 'Q5VSR7', 'Q5VSR8']",specific
CHEMBL3301622,CHEMBL4105706,"['B7Z1L3', 'O00264', 'Q9UGJ9']",specific
CHEMBL3301622,CHEMBL2349,"['A8K0C7', 'B4DEB7', 'E9PEU3', 'P11800', 'P15735']",specific
CHEMBL3301622,CHEMBL2147,"['P11309', 'Q38RT9', 'Q5T7H7', 'Q96RG3']",specific
CHEMBL3301622,CHEMBL1795194,"['B0YJ66', 'B4DGX2', 'D3DRV1', 'P48426', 'P53807', 'Q5VUX3']",specific
CHEMBL3301622,CHEMBL1770034,"['B2RDL3', 'B4DM11', 'B4DY44', 'Q8TBX8', 'Q9H6N2']",specific
CHEMBL3301622,CHEMBL3984,"['B3KUN8', 'B4DXD4', 'D3DUA4', 'F8W164', 'I3L1V2', 'O14731', 'Q7LE24', 'Q8TCM9', 'Q99640']",specific
CHEMBL3301622,CHEMBL3384,"['A8K7W5', 'B2R9R4', 'B3KVN3', 'Q15143', 'Q16512', 'Q504U4', 'Q8IUV5', 'Q9UD44']",specific
CHEMBL3301622,CHEMBL3032,"['B4DQ21', 'B4DTP5', 'B4DVG1', 'D3DT24', 'Q08AF4', 'Q16513', 'Q9H1W4']",specific
CHEMBL3301622,CHEMBL3788,"['B2RAL0', 'B7Z837', 'B7Z8G7', 'O00444', 'Q8IYF0', 'Q96Q95', 'Q9UD84', 'Q9UDE2']",specific
CHEMBL3301622,CHEMBL4045,"['A8MTQ6', 'B2R7E1', 'O00286', 'Q13131', 'Q5D0E1', 'Q86VS1', 'Q9UNQ4']",specific
CHEMBL3301622,CHEMBL4101,"['P17612', 'Q32P54', 'Q9H2Y0', 'Q9NRB4', 'Q9NRH9']",specific
CHEMBL3301622,CHEMBL2918,"['B1APG4', 'B4DKB0', 'B4E2Q1', 'P22694', 'Q14VH1', 'Q59GC0', 'Q5BNE9', 'Q5BNF0', 'Q5BNF1', 'Q5BNF2', 'Q5BNF3', 'Q5CZ92', 'Q5T1K3', 'Q7Z3M1', 'Q8IYR5', 'Q8IZQ0', 'Q96B09']",specific
CHEMBL3301622,CHEMBL2743,"['O60850', 'P22612', 'Q5VZ02', 'Q86YI1']",specific
CHEMBL3301622,CHEMBL2393,"['B4DDT7', 'P54619', 'Q8N7V9']",specific
CHEMBL3301622,CHEMBL2453,"['Q53Y07', 'Q6NUI0', 'Q75MP4', 'Q9NUZ9', 'Q9UDN8', 'Q9UGJ0', 'Q9ULX8']",specific
CHEMBL3301622,CHEMBL2221,"['P13861', 'Q16823', 'Q9BUB1']",specific
CHEMBL3301622,CHEMBL299,"['B5BU22', 'P17252', 'Q15137', 'Q32M72', 'Q96RE4']",specific
CHEMBL3301622,CHEMBL3045,"['C5IFJ8', 'D3DWF5', 'O43744', 'P05127', 'P05771', 'Q15138', 'Q93060', 'Q9UE49', 'Q9UE50', 'Q9UEH8', 'Q9UJ30', 'Q9UJ33']",specific
CHEMBL3301622,CHEMBL2996,"['B0KZ81', 'B2R834', 'Q05655', 'Q15144', 'Q86XJ6']",specific
CHEMBL3301622,CHEMBL2598,"['D3DNQ4', 'P41743', 'Q8WW06']",specific
CHEMBL3301622,CHEMBL4900,"['B4DTS2', 'M0QZW1', 'M0R2R2', 'Q8NCK8', 'Q8TB08', 'Q9BZL6', 'Q9P0T6', 'Q9Y3X8']",specific
CHEMBL3301622,CHEMBL2595,"['D6W587', 'O94806', 'Q53TR7', 'Q8NEL8']",specific
CHEMBL3301622,CHEMBL4273,"['A5YM56', 'B3KSF3', 'E2PU10', 'P14619', 'Q13976', 'Q5JP05', 'Q5JSJ6', 'Q6P5T7']",specific
CHEMBL3301622,CHEMBL3831205,"['P43686', 'Q96FV5', 'Q9UBM3', 'Q9UEX3']",specific
CHEMBL3301622,CHEMBL2695,"['B4E2N6', 'F5H4S4', 'J3QT16', 'Q05397', 'Q14291', 'Q8IYN9', 'Q9UD85']",specific
CHEMBL3301622,CHEMBL5469,"['D3DST0', 'Q13475', 'Q14289', 'Q14290', 'Q16709', 'Q6PID4']",specific
CHEMBL3301622,CHEMBL4601,"['B2RCR3', 'B4DW46', 'Q13882', 'Q58F01']",specific
CHEMBL3301622,CHEMBL3856,"['P11216', 'Q96AK1', 'Q9NPX8']",specific
CHEMBL3301622,CHEMBL2568,"['A6NDQ4', 'B4DUB7', 'F5H816', 'O60567', 'O60752', 'O60913', 'P06737', 'Q501V9', 'Q641R5', 'Q96G82']",specific
CHEMBL3301622,CHEMBL4105933,['Q6ZSR9'],specific
CHEMBL3301622,CHEMBL4105971,"['D6W538', 'O88386', 'P61026', 'Q6IA52', 'Q9D7X6', 'Q9H0T3']",specific
CHEMBL3301622,CHEMBL4105702,"['O00195', 'P51159', 'Q6FI40', 'Q9UIR9', 'Q9Y5U3']",specific
CHEMBL3301622,CHEMBL4105703,"['A8K133', 'B7Z772', 'F5H668', 'P20340', 'Q1W5D8', 'Q5U0A8', 'Q9UBE4']",specific
CHEMBL3301622,CHEMBL4105853,"['Q5HYI8', 'Q8WUD3']",specific
CHEMBL3301622,CHEMBL6094,"['O95501', 'P15154', 'P63000', 'Q3Y4D3', 'Q5JAA8', 'Q9BTB4']",specific
CHEMBL3301622,CHEMBL1741190,"['A8K3Z8', 'P17080', 'P28746', 'P28747', 'P62826', 'Q6IPB2', 'Q86V08', 'Q8NI90', 'Q9CSP3', 'Q9CWI7', 'Q9CZA2', 'Q9UDJ5', 'Q9UEU9']",specific
CHEMBL3301622,CHEMBL5014,"['B7Z748', 'O43353', 'Q6UWF0']",specific
CHEMBL3301622,CHEMBL1795199,"['B4DJL9', 'C4AM87', 'Q5J795', 'Q5J796', 'Q6P5Y1', 'Q9Y572']",specific
CHEMBL3301622,CHEMBL3231,"['B0YJ91', 'Q13464', 'Q2KHM4', 'Q59GZ4']",specific
CHEMBL3301622,CHEMBL2973,"['O75116', 'Q53QZ0', 'Q53SJ7', 'Q9UQN5']",specific
CHEMBL3301622,CHEMBL2553,"['A6NGG4', 'A8K9K7', 'B2RDY8', 'B7Z5J0', 'E9PRI4', 'Q15418', 'Q5SVM5', 'Q5SVM8', 'Q5SVM9', 'Q96C05', 'Q9BQK2']",specific
CHEMBL3301622,CHEMBL2345,"['B2R9V4', 'P51812', 'Q4VAP3', 'Q59H26', 'Q5JPK8', 'Q7Z3Z7']",specific
CHEMBL3301622,CHEMBL3125,"['A8K7Z8', 'O75585', 'O75676', 'Q53ES8']",specific
CHEMBL3301622,CHEMBL4237,"['B7Z2Y5', 'O75582', 'O95316', 'Q96AF7']",specific
CHEMBL3301622,CHEMBL4924,"['B2R854', 'B7ZL90', 'Q6FHX2', 'Q8WX28', 'Q9H4S6', 'Q9UK32']",specific
CHEMBL3301622,CHEMBL4501,"['B2R779', 'B4DLT4', 'B4DTG1', 'E7ESB8', 'F6UYM1', 'P23443', 'Q7Z721']",specific
CHEMBL3301622,CHEMBL4105891,"['A8K2V3', 'B3KPM0', 'B4DTL9', 'B4E0N2', 'B4E274', 'B7Z654', 'Q96QF3', 'Q96QF4', 'Q96QF5', 'Q9HA04', 'Q9UG40', 'Q9UHD8', 'Q9Y5W4']",specific
CHEMBL3301622,CHEMBL5699,"['A8K5B8', 'B0YJ94', 'O94878', 'Q17RV0', 'Q6AZE2', 'Q76N03', 'Q8NCV7', 'Q96CZ8', 'Q9H0K1']",specific
CHEMBL3301622,CHEMBL6149,"['A1A5A8', 'H0Y494', 'J3KPC8', 'Q59FY2', 'Q5M9N1', 'Q6P3R6', 'Q8IYM8', 'Q9HA50', 'Q9Y2K2']",specific
CHEMBL3301622,CHEMBL4105889,"['P42285', 'Q2M386', 'Q6MZZ8', 'Q6P170', 'Q8N5R0', 'Q8TAG2']",specific
CHEMBL3301622,CHEMBL3709670,"['B2RCV1', 'O43350', 'P05141']",specific
CHEMBL3301622,CHEMBL4105854,"['P12236', 'Q96C49']",specific
CHEMBL3301622,CHEMBL4202,"['D3DRA0', 'D3DRA1', 'O00211', 'Q6P1Z4', 'Q86WU7', 'Q86WW1', 'Q92603', 'Q9H2G2', 'Q9NQL0', 'Q9NQL1']",specific
CHEMBL3301622,CHEMBL4105747,"['O14995', 'Q14683', 'Q16351', 'Q2M228']",specific
CHEMBL3301622,CHEMBL4105890,"['O95347', 'Q6IEE0', 'Q9P1P2']",specific
CHEMBL3301622,CHEMBL4105972,"['O75643', 'O94884', 'Q6NZY0', 'Q6PX59', 'Q8NBE6', 'Q96IF2', 'Q9H7S0']",specific
CHEMBL3301622,CHEMBL267,"['E1P5V4', 'P12931', 'Q76P87', 'Q86VB9', 'Q9H5A8']",specific
CHEMBL3301622,CHEMBL4105934,"['A6NIB3', 'B2R5Z8', 'B4E0H3', 'E9PJS4', 'P08240', 'Q9BVJ4']",specific
CHEMBL3301622,CHEMBL3981,"['A6ND35', 'B2R8F5', 'B3KMY1', 'O94804', 'Q6NSK0', 'Q9UIW4']",specific
CHEMBL3301622,CHEMBL5606,"['B2RBX7', 'E7EW76', 'Q15831']",specific
CHEMBL3301622,CHEMBL3938,"['A8K9H9', 'O75716', 'Q5U0F8', 'Q96KI2', 'Q9BUH4', 'Q9UEN3', 'Q9UP78']",specific
CHEMBL3301622,CHEMBL5082,"['O14840', 'Q5JV92', 'Q9Y6E0']",specific
CHEMBL3301622,CHEMBL5941,"['B2RAU2', 'Q3ZB77', 'Q8NC04', 'Q9BXC3', 'Q9BXC4', 'Q9P289']",specific
CHEMBL3301622,CHEMBL4708,"['A8K722', 'B3KYA7', 'Q13188', 'Q15445', 'Q15801', 'Q96FM6']",specific
CHEMBL3301622,CHEMBL1075155,"['Q15208', 'Q503A1']",specific
CHEMBL3301622,CHEMBL4598,"['B2RCR8', 'Q13043', 'Q15802', 'Q4G156', 'Q5H982', 'Q6PD60', 'Q9BR32', 'Q9NTZ4']",specific
CHEMBL3301622,CHEMBL1795198,"['B4DDE3', 'B4DW17', 'J3KTC9', 'Q5JPI2', 'Q7RTN6', 'Q7Z4K9', 'Q8NC31', 'Q8NCF1', 'Q9H272']",specific
CHEMBL3301622,CHEMBL4105973,"['B2RDE7', 'O95194', 'Q5T9Q4', 'Q5T9Q6', 'Q9NV21', 'Q9NVP7', 'Q9P2R7']",specific
CHEMBL3301622,CHEMBL2599,['P43405'],specific
CHEMBL3301622,CHEMBL5261,"['A2RUT8', 'B7ZLV6', 'Q7L7X3', 'Q96L75', 'Q9H2K7', 'Q9H7S5', 'Q9P2I6']",specific
CHEMBL3301622,CHEMBL1075195,"['A5PKY1', 'A7MCZ2', 'B2RN35', 'B7ZM88', 'O94957', 'Q6UW73', 'Q7LC09', 'Q9NSW2', 'Q9UL54']",specific
CHEMBL3301622,CHEMBL5701,"['Q658N1', 'Q8IUM4', 'Q9H2K8', 'Q9HC79', 'Q9NZM9', 'Q9UHG7']",specific
CHEMBL3301622,CHEMBL5408,"['A8K4S4', 'Q8IYV3', 'Q9NUJ5', 'Q9UHD2']",specific
CHEMBL3301622,CHEMBL4246,"['B7ZKZ6', 'P42680', 'Q3MIS5']",specific
CHEMBL3301622,CHEMBL5604,"['Q15569', 'Q8IXZ8']",specific
CHEMBL3301622,CHEMBL4439,"['P36897', 'Q6IR47', 'Q706C0', 'Q706C1']",specific
CHEMBL3301622,CHEMBL4267,"['B4DTV5', 'P37173', 'Q15580', 'Q6DKT6', 'Q99474']",specific
CHEMBL3301622,CHEMBL4105820,"['D3DPS5', 'Q5VTK6', 'Q9Y2W1']",specific
CHEMBL3301622,CHEMBL4527,"['A7E2A3', 'A8K4U1', 'D3DNQ6', 'O60298', 'Q8WUY7', 'Q9UKD8', 'Q9UKD9', 'Q9UKE0', 'Q9UKE1', 'Q9UKE2', 'Q9UKE3', 'Q9UKE4', 'Q9UKE5']",specific
CHEMBL3301622,CHEMBL5334,"['O95364', 'Q13470', 'Q8IYI4']",specific
CHEMBL3301622,CHEMBL4599,"['Q07912', 'Q6ZMQ0', 'Q8N6U7', 'Q96H59']",specific
CHEMBL3301622,CHEMBL1806,"['B2RTS1', 'P11388', 'Q71UN1', 'Q71UQ5', 'Q9HB24', 'Q9HB25', 'Q9HB26', 'Q9UP44', 'Q9UQP9']",specific
CHEMBL3301622,CHEMBL3396,"['Q02880', 'Q13600', 'Q9UMG8', 'Q9UQP8']",specific
CHEMBL3301622,CHEMBL1938223,"['B3KU44', 'Q3T977', 'Q5JZ01', 'Q6NZ60', 'Q96FM7', 'Q96S44', 'Q9NQE6']",specific
CHEMBL3301622,CHEMBL3983,"['A8K8U5', 'B2RDW2', 'E1P543', 'P33981', 'Q15272', 'Q5TCS0', 'Q9BW51', 'Q9NTM0']",specific
CHEMBL3301622,CHEMBL4105970,"['O15276', 'P49411']",specific
CHEMBL3301622,CHEMBL3553,"['P29597', 'Q6QB10', 'Q96CH0']",specific
CHEMBL3301622,CHEMBL6006,"['O75385', 'Q9UQ28']",specific
CHEMBL3301622,CHEMBL5047,"['B2RXK3', 'B4DFT0', 'B4DRQ7', 'D3DW68', 'Q6PHR2', 'Q9NPN5', 'Q9UFS4']",specific
CHEMBL3301622,CHEMBL5491,"['B3KVE1', 'D3DQV0', 'P30291']",specific
CHEMBL3301622,CHEMBL3179,"['B3KWK4', 'D3DPQ4', 'O43276', 'P54577', 'Q53EN1']",specific
CHEMBL3301622,CHEMBL2073,"['A6NLB3', 'D3DUH1', 'P07947']",specific
CHEMBL3301622,CHEMBL3886,"['B3KPG2', 'Q53SX1', 'Q580W8', 'Q59GY5', 'Q86YW8', 'Q9HCC4', 'Q9HCC5', 'Q9HDD2', 'Q9NYE9', 'Q9NYL2']",specific
CHEMBL3301622,CHEMBL4303835,no_uni_id!,specific
CHEMBL3301622,CHEMBL391,no_uni_id!,specific
CHEMBL3301622,CHEMBL612558,no_uni_id!,specific
CHEMBL3301622,CHEMBL3883330,"['A6P4T4', 'A6P4V4', 'Q4ZFX9', 'Q53QQ6', 'Q53RZ4', 'Q59FI3', 'Q9UM73', 'Q9Y4K6']",specific
CHEMBL3301622,CHEMBL4523666,"['P30530', 'Q8N5L2', 'Q9UD27']",specific
CHEMBL3301622,CHEMBL4523582,['P0DTD1'],specific
CHEMBL3301622,CHEMBL3706570,no_uni_id!,specific
CHEMBL3301622,CHEMBL613835,no_uni_id!,specific
CHEMBL3301622,CHEMBL385,no_uni_id!,specific
CHEMBL3301622,CHEMBL392,no_uni_id!,specific
CHEMBL3301622,CHEMBL395,no_uni_id!,specific
CHEMBL3301622,CHEMBL400,no_uni_id!,specific
CHEMBL3301622,CHEMBL394,no_uni_id!,specific
CHEMBL3301622,CHEMBL390,no_uni_id!,specific
CHEMBL3301622,CHEMBL614925,no_uni_id!,specific
CHEMBL3301622,CHEMBL1907602,"['A8K7C4', 'C9J497', 'O60764', 'P06493']",specific
CHEMBL3301622,CHEMBL1907605,"['A8K684', 'P24864', 'Q14091', 'Q8NFG1', 'Q92501', 'Q9UD21']",specific
CHEMBL3301622,CHEMBL3038473,"['P51946', 'Q53X72', 'Q8TBL9']",specific
CHEMBL3301622,CHEMBL614524,no_uni_id!,specific
CHEMBL3301622,CHEMBL5403,"['P42229', 'Q1KLZ6']",specific
CHEMBL3301622,CHEMBL4303840,no_uni_id!,specific
CHEMBL3301622,CHEMBL4296578,no_uni_id!,specific
CHEMBL3301622,CHEMBL5627,"['A6NNJ8', 'B4DL89', 'E9PFX4', 'P29376']",specific
CHEMBL1117,CHEMBL385,no_uni_id!,specific
CHEMBL1117,CHEMBL372,no_uni_id!,specific
CHEMBL1117,CHEMBL3681,"['B1AX52', 'Q64133', 'Q8K0Z8']",specific
CHEMBL1117,CHEMBL3050,"['Q14CG9', 'Q8BW75', 'Q8C0B2']",specific
CHEMBL1117,CHEMBL2362975,no_uni_id!,specific
CHEMBL1117,CHEMBL612545,no_uni_id!,specific
CHEMBL1117,CHEMBL364,no_uni_id!,specific
CHEMBL1117,CHEMBL3879801,no_uni_id!,specific
CHEMBL1117,CHEMBL1293237,"['P54132', 'Q52M96']",specific
CHEMBL1117,CHEMBL5313,"['O70462', 'P38532']",specific
CHEMBL1117,CHEMBL1293317,"['E9PBW7', 'O43311', 'O43797', 'Q86UV8', 'Q86UV9', 'Q96P92', 'Q96RE3', 'Q9NR56']",specific
CHEMBL1117,CHEMBL1293298,"['Q01453', 'Q8WV01']",specific
CHEMBL1117,CHEMBL1293238,['P97697'],specific
CHEMBL1117,CHEMBL1293303,['Q194T2'],specific
CHEMBL1117,CHEMBL1293224,"['P10636', 'P18518', 'Q14799', 'Q15549', 'Q15550', 'Q15551', 'Q1RMF6', 'Q53YB1', 'Q5CZI7', 'Q5XWF0', 'Q6QT54', 'Q9UDJ3', 'Q9UMH0', 'Q9UQ96']",specific
CHEMBL1117,CHEMBL1293235,"['B4DI32', 'D3DVB0', 'D6RAQ3', 'E7EUI9', 'P02545', 'P02546', 'Q5I6Y4', 'Q5I6Y6', 'Q5TCJ2', 'Q5TCJ3', 'Q6UYC3', 'Q969I8', 'Q96JA2']",specific
CHEMBL1117,CHEMBL2842,"['P42345', 'Q4LE76', 'Q5TER1', 'Q6LE87', 'Q96QG3', 'Q9Y4I3']",specific
CHEMBL1117,CHEMBL3577,"['O00768', 'P00352', 'Q5SYR1']",specific
CHEMBL1117,CHEMBL4040,"['A8CZ64', 'P28482']",specific
CHEMBL1117,CHEMBL2093861,"['A5HBC6', 'A5HBC7', 'A5HBC8', 'A5HBC9', 'A5HBD0', 'A5HBD1', 'A5HBD2', 'O00255', 'O00632', 'Q9BUF0', 'Q9BUK2']",specific
CHEMBL1117,CHEMBL5619,"['P27695', 'Q969L5', 'Q99775']",specific
CHEMBL1117,CHEMBL1293236,"['A8K6G2', 'P46063']",specific
CHEMBL1117,CHEMBL1293277,"['B4DET3', 'O15118', 'Q9P130']",specific
CHEMBL1117,CHEMBL1293299,"['E9PQG7', 'Q03164', 'Q13743', 'Q13744', 'Q14845', 'Q16364', 'Q59FF2', 'Q6UBD1', 'Q9HBJ3', 'Q9UD94', 'Q9UMA3']",specific
CHEMBL1117,CHEMBL612313,no_uni_id!,specific
CHEMBL1117,CHEMBL1947,"['B3KU79', 'P10828', 'P37243', 'Q13986', 'Q3KP35', 'Q6WGL2', 'Q9UD41']",specific
CHEMBL1117,CHEMBL1293226,['B2RXH2'],specific
CHEMBL1117,CHEMBL5514,"['P42858', 'Q9UQB7']",specific
CHEMBL1117,CHEMBL612389,no_uni_id!,specific
CHEMBL1117,CHEMBL614358,no_uni_id!,specific
CHEMBL1117,CHEMBL1293228,"['P10520', 'Q48WH3']",specific
CHEMBL1117,CHEMBL2392,"['B2RC78', 'P06746', 'Q3KP48', 'Q6FI34']",specific
CHEMBL1117,CHEMBL1293231,"['E9Q8I1', 'P51450', 'Q3U513', 'Q61027', 'Q91YT5', 'Q9QXD9', 'Q9R177']",specific
CHEMBL1117,CHEMBL1293254,"['P02791', 'Q53VB4']",specific
CHEMBL1117,CHEMBL1293285,"['P0A6C1', 'P12638', 'P78086', 'Q2MAS0']",specific
CHEMBL1117,CHEMBL1293294,"['A8K390', 'P51151', 'Q6ICN1']",specific
CHEMBL1117,CHEMBL1293232,"['A8K0V4', 'Q13119', 'Q16637', 'Q549U5', 'Q96J51']",specific
CHEMBL1117,CHEMBL1293227,"['B0YJB8', 'E9PPM2', 'O75604', 'Q8IUM2', 'Q8IW04', 'Q96MB9', 'Q9BQ21']",specific
CHEMBL1117,CHEMBL1293278,"['B3KMM8', 'O75496', 'Q9H1Z1']",specific
CHEMBL1117,CHEMBL612558,no_uni_id!,specific
CHEMBL1117,CHEMBL613088,no_uni_id!,specific
CHEMBL1117,CHEMBL1697861,no_uni_id!,specific
CHEMBL1117,CHEMBL1626541,no_uni_id!,specific
CHEMBL1117,CHEMBL6157,"['Q99816', 'Q9BUM5']",specific
CHEMBL1117,CHEMBL2056,"['B2RA44', 'P21728', 'Q4QRJ0']",specific
CHEMBL1117,CHEMBL2288,"['A8K4V9', 'Q13526', 'Q53X75']",specific
CHEMBL1117,CHEMBL1741209,"['Q05DH0', 'Q69YR6', 'Q96QE3', 'Q9H9I1']",specific
CHEMBL1117,CHEMBL5027,['P39748'],specific
CHEMBL1117,CHEMBL5896,"['O75164', 'Q5VVB1']",specific
CHEMBL1117,CHEMBL1293275,"['O00167', 'Q5JSW8', 'Q86U84', 'Q96CV6', 'Q96H97', 'Q99503', 'Q99812', 'Q9BWF6', 'Q9H4S3', 'Q9H4S9', 'Q9NPZ4', 'Q9UIX7']",specific
CHEMBL1117,CHEMBL3897,['P13267'],specific
CHEMBL1117,CHEMBL6032,"['B0UZY2', 'Q14349', 'Q5JP83', 'Q5JQ92', 'Q5JQA1', 'Q5JQG3', 'Q6PK06', 'Q96KQ7', 'Q96MH5', 'Q96QD0', 'Q9UQL8', 'Q9Y331']",specific
CHEMBL1117,CHEMBL5501,"['Q8N1A2', 'Q92830', 'Q9UCW1']",specific
CHEMBL1117,CHEMBL5686,['O15648'],specific
CHEMBL1117,CHEMBL1741193,"['P23197', 'P83916']",specific
CHEMBL1117,CHEMBL397,no_uni_id!,specific
